,provincia,energia entregada,mes,anio,fecha
493,Monte Plata,13.31372229,2,2022,2022-02-01
494,San Pedro de Macorís,37.50253272,2,2022,2022-02-01
495,Santo Domingo,213.18540190000002,2,2022,2022-02-01
496,El Seibo,6.381239968,3,2022,2022-03-01
497,Distrito Nacional,79.79516265000001,3,2022,2022-03-01
498,Hato Mayor,7.602601991999999,3,2022,2022-03-01
499,La Altagracia,33.70302743,3,2022,2022-03-01
500,La Romana,33.7695585,3,2022,2022-03-01
501,Monte Plata,15.18110173,3,2022,2022-03-01
502,San Pedro de Macorís,44.518899049999995,3,2022,2022-03-01
503,Santo Domingo,246.591044,3,2022,2022-03-01
504,El Seibo,6.317641439,4,2022,2022-04-01
505,Distrito Nacional,76.10533283,4,2022,2022-04-01
506,Hato Mayor,7.418023589,4,2022,2022-04-01
507,La Altagracia,32.76920796,4,2022,2022-04-01
508,La Romana,33.09772428,4,2022,2022-04-01
509,Monte Plata,15.111188380000002,4,2022,2022-04-01
510,San Pedro de Macorís,43.748036219999996,4,2022,2022-04-01
511,Santo Domingo,239.0087935,4,2022,2022-04-01
512,El Seibo,7.1145192760663,5,2022,2022-05-01
513,Distrito Nacional,87.75801599272077,5,2022,2022-05-01
514,Hato Mayor,8.15206068575311,5,2022,2022-05-01
515,La Altagracia,37.554453885010375,5,2022,2022-05-01
516,La Romana,36.48486641055159,5,2022,2022-05-01
517,Monte Plata,16.42522679344591,5,2022,2022-05-01
518,San Pedro de Macorís,49.3363147011263,5,2022,2022-05-01
519,Santo Domingo,274.0800908589809,5,2022,2022-05-01
520,El Seibo,7.4297834247655,6,2022,2022-06-01
521,Distrito Nacional,92.54013767749787,6,2022,2022-06-01
522,Hato Mayor,8.604461919780801,6,2022,2022-06-01
523,La Altagracia,39.41585165779801,6,2022,2022-06-01
524,La Romana,39.12759621702974,6,2022,2022-06-01
525,Monte Plata,17.161428470772307,6,2022,2022-06-01
526,San Pedro de Macorís,52.08506070008521,6,2022,2022-06-01
527,Santo Domingo,289.2152296987424,6,2022,2022-06-01
528,El Seibo,7.6847547502394935,7,2022,2022-07-01
529,Distrito Nacional,89.5817143220296,7,2022,2022-07-01
530,Hato Mayor,8.820771386525488,7,2022,2022-07-01
531,La Altagracia,40.8781360565496,7,2022,2022-07-01
532,La Romana,39.96806024855013,7,2022,2022-07-01
533,Monte Plata,17.268119847461907,7,2022,2022-07-01
534,San Pedro de Macorís,50.914118046156034,7,2022,2022-07-01
535,Santo Domingo,279.1065319437887,7,2022,2022-07-01
536,El Seibo,7.758871362981895,8,2022,2022-08-01
537,Distrito Nacional,94.01719434278688,8,2022,2022-08-01
538,Hato Mayor,8.832677422460897,8,2022,2022-08-01
539,La Altagracia,42.26690080744549,8,2022,2022-08-01
540,La Romana,40.91035781409067,8,2022,2022-08-01
541,Monte Plata,18.027617039998496,8,2022,2022-08-01
542,San Pedro de Macorís,52.459040386389596,8,2022,2022-08-01
543,Santo Domingo,292.0293472749281,8,2022,2022-08-01
544,El Seibo,5.777729848167603,9,2022,2022-09-01
545,Distrito Nacional,89.52619571840786,9,2022,2022-09-01
546,Hato Mayor,7.258984079183711,9,2022,2022-09-01
547,La Altagracia,30.102963336210266,9,2022,2022-09-01
548,La Romana,33.368587956439576,9,2022,2022-09-01
549,Monte Plata,16.238593849864408,9,2022,2022-09-01
550,San Pedro de Macorís,46.91731119645472,9,2022,2022-09-01
551,Santo Domingo,276.7427792046077,9,2022,2022-09-01
552,El Seibo,6.15372746028029,10,2022,2022-10-01
553,Distrito Nacional,85.90369043501416,10,2022,2022-10-01
554,Hato Mayor,7.949419327820696,10,2022,2022-10-01
555,La Altagracia,36.25800162403664,10,2022,2022-10-01
556,La Romana,38.122422574514005,10,2022,2022-10-01
557,Monte Plata,17.467325992531407,10,2022,2022-10-01
558,San Pedro de Macorís,49.30301851956468,10,2022,2022-10-01
559,Santo Domingo,281.5263116455605,10,2022,2022-10-01
560,El Seibo,6.4290950055578975,11,2022,2022-11-01
561,Distrito Nacional,78.27896147215304,11,2022,2022-11-01
562,Hato Mayor,7.7035157541269,11,2022,2022-11-01
563,La Altagracia,34.019158497563005,11,2022,2022-11-01
564,La Romana,33.834386118034104,11,2022,2022-11-01
565,Monte Plata,16.795447726478,11,2022,2022-11-01
566,San Pedro de Macorís,44.820220648155285,11,2022,2022-11-01
567,Santo Domingo,249.0354479718782,11,2022,2022-11-01
568,El Seibo,6.21445064421679,12,2022,2022-12-01
569,Distrito Nacional,75.74187335564095,12,2022,2022-12-01
570,Hato Mayor,7.505105478565799,12,2022,2022-12-01
571,La Altagracia,33.097073585501306,12,2022,2022-12-01
572,La Romana,32.563316004969266,12,2022,2022-12-01
573,Monte Plata,16.385565212175095,12,2022,2022-12-01
574,San Pedro de Macorís,43.409659943694805,12,2022,2022-12-01
575,Santo Domingo,241.41130602362426,12,2022,2022-12-01
576,El Seibo,5.8873892905501926,1,2023,2023-01-01
577,Distrito Nacional,71.76919641554146,1,2023,2023-01-01
578,Hato Mayor,7.371536500732402,1,2023,2023-01-01
579,La Altagracia,31.990644530105996,1,2023,2023-01-01
580,La Romana,31.54867026918826,1,2023,2023-01-01
581,Monte Plata,16.045254004633094,1,2023,2023-01-01
582,San Pedro de Macorís,41.9642167558234,1,2023,2023-01-01
583,Santo Domingo,232.49879510344581,1,2023,2023-01-01
584,El Seibo,5.5292083077906975,2,2023,2023-02-01
585,Distrito Nacional,66.83429095173398,2,2023,2023-02-01
586,Hato Mayor,6.747949412648101,2,2023,2023-02-01
587,La Altagracia,29.356858277865808,2,2023,2023-02-01
588,La Romana,28.616400043460832,2,2023,2023-02-01
589,Monte Plata,14.503357355997599,2,2023,2023-02-01
590,San Pedro de Macorís,38.98217945262158,2,2023,2023-02-01
591,Santo Domingo,217.33174466609202,2,2023,2023-02-01
592,El Seibo,5.5292083077907,3,2023,2023-03-01
593,Distrito Nacional,66.83429095173398,3,2023,2023-03-01
594,Hato Mayor,6.747949412648101,3,2023,2023-03-01
595,La Altagracia,29.356858277865808,3,2023,2023-03-01
596,La Romana,28.616400043460832,3,2023,2023-03-01
597,Monte Plata,14.503357355997599,3,2023,2023-03-01
598,San Pedro de Macorís,38.98217945262158,3,2023,2023-03-01
599,Santo Domingo,217.33174466609202,3,2023,2023-03-01
600,El Seibo,6.7682706468994045,4,2023,2023-04-01
601,Distrito Nacional,78.53101057106647,4,2023,2023-04-01
602,Hato Mayor,7.901289991294902,4,2023,2023-04-01
603,La Altagracia,34.88589072320235,4,2023,2023-04-01
604,La Romana,35.40508069374121,4,2023,2023-04-01
605,Monte Plata,17.2521135708657,4,2023,2023-04-01
606,San Pedro de Macorís,48.232679630758646,4,2023,2023-04-01
607,Santo Domingo,263.13271183782814,4,2023,2023-04-01
608,El Seibo,7.73405206,5,2023,2023-05-01
609,Distrito Nacional,90.80758632999999,5,2023,2023-05-01
610,Hato Mayor,9.235433070000001,5,2023,2023-05-01
611,La Altagracia,41.84306585,5,2023,2023-05-01
612,La Romana,41.23097607,5,2023,2023-05-01
613,Monte Plata,19.529640190000002,5,2023,2023-05-01
614,San Pedro de Macorís,55.633439409999994,5,2023,2023-05-01
615,Santo Domingo,308.64074709,5,2023,2023-05-01
616,El Seibo,8.1302492239557,6,2023,2023-06-01
617,Distrito Nacional,96.53878536677989,6,2023,2023-06-01
618,Hato Mayor,10.00346092303671,6,2023,2023-06-01
619,La Altagracia,43.06352492891389,6,2023,2023-06-01
620,La Romana,42.58240104730178,6,2023,2023-06-01
621,Monte Plata,19.87618707745941,6,2023,2023-06-01
622,San Pedro de Macorís,58.569519334929,6,2023,2023-06-01
623,Santo Domingo,325.0236014576478,6,2023,2023-06-01
624,El Seibo,8.927176926174006,7,2023,2023-07-01
625,Distrito Nacional,98.50217270037369,7,2023,2023-07-01
626,Hato Mayor,10.120644994910297,7,2023,2023-07-01
627,La Altagracia,46.596961705773204,7,2023,2023-07-01
628,La Romana,45.680833617125,7,2023,2023-07-01
629,Monte Plata,20.2101103700739,7,2023,2023-07-01
630,San Pedro de Macorís,60.59112337485378,7,2023,2023-07-01
631,Santo Domingo,329.04775363971294,7,2023,2023-07-01
632,El Seibo,8.5728488476101,8,2023,2023-08-01
633,Distrito Nacional,98.8411200851688,8,2023,2023-08-01
634,Hato Mayor,10.291139755445403,8,2023,2023-08-01
635,La Altagracia,45.82457318811978,8,2023,2023-08-01
636,La Romana,45.73603292691049,8,2023,2023-08-01
637,Monte Plata,20.088080447525503,8,2023,2023-08-01
638,San Pedro de Macorís,57.80111415655239,8,2023,2023-08-01
639,Santo Domingo,320.21880662031873,8,2023,2023-08-01
640,El Seibo,8.5712563279467,9,2023,2023-09-01
641,Distrito Nacional,101.53090440348092,9,2023,2023-09-01
642,Hato Mayor,10.0900516566644,9,2023,2023-09-01
643,La Altagracia,47.276221143343136,9,2023,2023-09-01
644,La Romana,45.02943782102387,9,2023,2023-09-01
645,Monte Plata,20.426269503364797,9,2023,2023-09-01
646,San Pedro de Macorís,57.4882616287112,9,2023,2023-09-01
647,Santo Domingo,328.32622964221855,9,2023,2023-09-01
648,El Seibo,8.917367538091092,10,2023,2023-10-01
649,Distrito Nacional,105.88577049316308,10,2023,2023-10-01
650,Hato Mayor,10.720922214585409,10,2023,2023-10-01
651,La Altagracia,47.87465965681591,10,2023,2023-10-01
652,La Romana,46.34695582902531,10,2023,2023-10-01
653,Monte Plata,21.54248747863631,10,2023,2023-10-01
654,San Pedro de Macorís,58.728721697593734,10,2023,2023-10-01
655,Santo Domingo,341.2569787049666,10,2023,2023-10-01
656,El Seibo,7.819057983157909,11,2023,2023-11-01
657,Distrito Nacional,88.79330810167285,11,2023,2023-11-01
658,Hato Mayor,9.004094858557101,11,2023,2023-11-01
659,La Altagracia,41.27400428857832,11,2023,2023-11-01
660,La Romana,41.08369426970218,11,2023,2023-11-01
661,Monte Plata,18.685493597700585,11,2023,2023-11-01
662,San Pedro de Macorís,51.04310634934622,11,2023,2023-11-01
663,Santo Domingo,287.6795073280171,11,2023,2023-11-01
664,Distrito Nacional,84.97454121326913,12,2023,2023-12-01
665,Hato Mayor,8.748703755300811,12,2023,2023-12-01
666,La Altagracia,38.92389032890336,12,2023,2023-12-01
667,La Romana,38.54702454613694,12,2023,2023-12-01
668,Monte Plata,18.2118435936582,12,2023,2023-12-01
669,San Pedro de Macorís,49.75486687749329,12,2023,2023-12-01
670,Santo Domingo,271.8155276454828,12,2023,2023-12-01
671,Distrito Nacional,86.75533614020445,1,2024,2024-01-01
672,Hato Mayor,9.030852091018312,1,2024,2024-01-01
673,La Altagracia,41.171087228211725,1,2024,2024-01-01
674,La Romana,39.43759026826694,1,2024,2024-01-01
675,Monte Plata,19.28514121424821,1,2024,2024-01-01
676,San Pedro de Macorís,51.37123792029225,1,2024,2024-01-01
677,Santo Domingo,284.4027504042615,1,2024,2024-01-01
678,Distrito Nacional,77.7438395239321,2,2024,2024-02-01
679,Hato Mayor,8.039665768978699,2,2024,2024-02-01
680,La Altagracia,36.00112200314586,2,2024,2024-02-01
681,La Romana,35.64299594634318,2,2024,2024-02-01
682,Monte Plata,17.397691786766703,2,2024,2024-02-01
683,San Pedro de Macorís,45.835311058202315,2,2024,2024-02-01
684,Santo Domingo,255.88462077181345,2,2024,2024-02-01
685,Distrito Nacional,90.37631702143275,3,2024,2024-03-01
686,Hato Mayor,9.3594013617133,3,2024,2024-03-01
687,La Altagracia,42.48524226806135,3,2024,2024-03-01
688,La Romana,40.705916035741595,3,2024,2024-03-01
689,Monte Plata,20.74890368600269,3,2024,2024-03-01
690,San Pedro de Macorís,53.550249830478904,3,2024,2024-03-01
691,Santo Domingo,296.63155201533004,3,2024,2024-03-01
692,Distrito Nacional,90.8959556000205,4,2024,2024-04-01
693,Hato Mayor,9.575103262428094,4,2024,2024-04-01
694,La Altagracia,41.766244401274406,4,2024,2024-04-01
695,La Romana,41.000909780331085,4,2024,2024-04-01
696,Monte Plata,19.649007667155,4,2024,2024-04-01
697,San Pedro de Macorís,54.13539096975157,4,2024,2024-04-01
698,Santo Domingo,294.4752697561148,4,2024,2024-04-01
699,El Seibo,8.349818347825599,4,2024,2024-04-01
700,Distrito Nacional,100.51337271583584,5,2024,2024-05-01
701,Hato Mayor,10.2007450088899,5,2024,2024-05-01
702,La Altagracia,46.49249397449493,5,2024,2024-05-01
703,La Romana,45.683084137209256,5,2024,2024-05-01
704,Monte Plata,21.516337758562702,5,2024,2024-05-01
705,San Pedro de Macorís,60.43695470373108,5,2024,2024-05-01
706,Santo Domingo,326.80467508200866,5,2024,2024-05-01
707,El Seibo,9.146671302442801,5,2024,2024-05-01
708,Distrito Nacional,102.75150248,6,2024,2024-06-01
709,Hato Mayor,10.985800699999999,6,2024,2024-06-01
710,La Altagracia,49.18499147,6,2024,2024-06-01
711,La Romana,47.165776810000004,6,2024,2024-06-01
712,Monte Plata,21.88694243,6,2024,2024-06-01
713,San Pedro de Macorís,62.70557021,6,2024,2024-06-01
714,Santo Domingo,340.9733658,6,2024,2024-06-01
715,El Seibo,9.654323380000001,6,2024,2024-06-01
716,Distrito Nacional,104.02341338886616,7,2024,2024-07-01
717,Hato Mayor,11.787279650136506,7,2024,2024-07-01
718,La Altagracia,51.64649149278242,7,2024,2024-07-01
719,La Romana,48.32210378881082,7,2024,2024-07-01
720,Monte Plata,22.29996451450361,7,2024,2024-07-01
721,San Pedro de Macorís,63.852157306813716,7,2024,2024-07-01
722,Santo Domingo,338.0546284123684,7,2024,2024-07-01
723,El Seibo,10.518603571293092,7,2024,2024-07-01
724,Distrito Nacional,111.53414057549304,8,2024,2024-08-01
725,Hato Mayor,12.076384195923891,8,2024,2024-08-01
726,La Altagracia,55.03925564028589,8,2024,2024-08-01
727,La Romana,52.85621949614739,8,2024,2024-08-01
728,Monte Plata,22.776267065750208,8,2024,2024-08-01
729,San Pedro de Macorís,66.94224162052812,8,2024,2024-08-01
730,Santo Domingo,364.4841699383079,8,2024,2024-08-01
731,El Seibo,10.634569124637805,8,2024,2024-08-01
732,Distrito Nacional,105.44908261036807,9,2024,2024-09-01
733,Hato Mayor,11.603417190964912,9,2024,2024-09-01
734,La Altagracia,53.77209682230838,9,2024,2024-09-01
735,La Romana,49.894200685197006,9,2024,2024-09-01
736,Monte Plata,22.101690608967708,9,2024,2024-09-01
737,San Pedro de Macorís,62.668539091997516,9,2024,2024-09-01
738,Santo Domingo,343.50459228022413,9,2024,2024-09-01
739,El Seibo,10.224922157142906,9,2024,2024-09-01
740,Distrito Nacional,111.6372880471822,10,2024,2024-10-01
741,Hato Mayor,11.646912349819996,10,2024,2024-10-01
742,La Altagracia,55.56810112173268,10,2024,2024-10-01
743,La Romana,51.83793335091392,10,2024,2024-10-01
744,Monte Plata,23.443864028897497,10,2024,2024-10-01
745,San Pedro de Macorís,65.50989261776758,10,2024,2024-10-01
746,Santo Domingo,367.5218168899061,10,2024,2024-10-01
747,El Seibo,10.271456656129999,10,2024,2024-10-01
748,Distrito Nacional,87.93129991585555,11,2024,2024-11-01
749,Hato Mayor,9.945057945228005,11,2024,2024-11-01
750,La Altagracia,43.82567084620931,11,2024,2024-11-01
751,La Romana,41.63795376871253,11,2024,2024-11-01
752,Monte Plata,19.7288878252248,11,2024,2024-11-01
753,San Pedro de Macorís,53.704898374289776,11,2024,2024-11-01
754,Santo Domingo,288.897981460506,11,2024,2024-11-01
755,El Seibo,8.134107847663895,11,2024,2024-11-01
756,Distrito Nacional,90.2549636556162,12,2024,2024-12-01
757,Hato Mayor,10.297136159940699,12,2024,2024-12-01
758,La Altagracia,45.53622612849532,12,2024,2024-12-01
759,La Romana,42.417500832075795,12,2024,2024-12-01
760,Monte Plata,21.184936952513493,12,2024,2024-12-01
761,San Pedro de Macorís,54.21693791200098,12,2024,2024-12-01
762,Santo Domingo,296.0846093686881,12,2024,2024-12-01
763,El Seibo,8.53160300488531,12,2024,2024-12-01
764,Distrito Nacional,84.38268997468406,1,2025,2025-01-01
765,Hato Mayor,9.417083061670102,1,2025,2025-01-01
766,La Altagracia,41.03826391494678,1,2025,2025-01-01
767,La Romana,39.56260103871242,1,2025,2025-01-01
768,Monte Plata,19.399580752032108,1,2025,2025-01-01
769,San Pedro de Macorís,51.45940790451902,1,2025,2025-01-01
770,Santo Domingo,275.62276804443314,1,2025,2025-01-01
771,El Seibo,7.701583082908095,1,2025,2025-01-01
772,Distrito Nacional,76.80921798968684,2,2025,2025-02-01
773,Hato Mayor,8.841981664767692,2,2025,2025-02-01
774,La Altagracia,38.51330340498532,2,2025,2025-02-01
775,La Romana,35.86089431744343,2,2025,2025-02-01
776,Monte Plata,18.046088438545503,2,2025,2025-02-01
777,San Pedro de Macorís,47.76631552548929,2,2025,2025-02-01
778,Santo Domingo,252.46048767046145,2,2025,2025-02-01
779,El Seibo,7.119681127879802,2,2025,2025-02-01
780,Distrito Nacional,93.71029613388208,3,2025,2025-03-01
781,Hato Mayor,10.741353042735692,3,2025,2025-03-01
782,La Altagracia,47.82918066610901,3,2025,2025-03-01
783,La Romana,43.06973158077726,3,2025,2025-03-01
784,Monte Plata,21.71480379618579,3,2025,2025-03-01
785,San Pedro de Macorís,58.49947692325872,3,2025,2025-03-01
786,Santo Domingo,312.7758495846154,3,2025,2025-03-01
787,El Seibo,8.575599266981595,3,2025,2025-03-01
788,Distrito Nacional,87.43606939428221,4,2025,2025-04-01
789,Hato Mayor,10.231830742674013,4,2025,2025-04-01
790,La Altagracia,46.223682254126274,4,2025,2025-04-01
791,La Romana,42.28427310208889,4,2025,2025-04-01
792,Monte Plata,20.933149995467105,4,2025,2025-04-01
793,San Pedro de Macorís,56.61244712002077,4,2025,2025-04-01
794,Santo Domingo,299.3851558807698,4,2025,2025-04-01
795,El Seibo,8.459454672391198,4,2025,2025-04-01
796,Distrito Nacional,98.95842390000591,5,2025,2025-05-01
797,Hato Mayor,11.390453042158901,5,2025,2025-05-01
798,La Altagracia,52.59537836024007,5,2025,2025-05-01
799,La Romana,46.57100407413955,5,2025,2025-05-01
800,Monte Plata,22.372153033477925,5,2025,2025-05-01
801,San Pedro de Macorís,61.41515838168521,5,2025,2025-05-01
802,Santo Domingo,334.40367718200713,5,2025,2025-05-01
803,El Seibo,9.43121483704309,5,2025,2025-05-01
804,Distrito Nacional,96.7902886,6,2025,2025-06-01
805,Hato Mayor,12.23324025,6,2025,2025-06-01
806,La Altagracia,54.1690332,6,2025,2025-06-01
807,La Romana,48.57718454,6,2025,2025-06-01
808,Monte Plata,22.66766332,6,2025,2025-06-01
809,San Pedro de Macorís,64.70999521,6,2025,2025-06-01
810,Santo Domingo,329.18515631,6,2025,2025-06-01
811,El Seibo,9.89948298,6,2025,2025-06-01
812,Distrito Nacional,106.4324128823594,7,2025,2025-07-01
813,Hato Mayor,13.120367788604705,7,2025,2025-07-01
814,La Altagracia,60.536457458458194,7,2025,2025-07-01
815,La Romana,53.03183034161416,7,2025,2025-07-01
816,Monte Plata,24.226412555567798,7,2025,2025-07-01
817,San Pedro de Macorís,70.32932856263645,7,2025,2025-07-01
818,Santo Domingo,362.21652036438445,7,2025,2025-07-01
819,El Seibo,10.887390384160705,7,2025,2025-07-01
820,Distrito Nacional,112.70195278825936,8,2025,2025-08-01
821,Hato Mayor,13.58822562653581,8,2025,2025-08-01
822,La Altagracia,62.615378351711485,8,2025,2025-08-01
823,La Romana,55.49525855946259,8,2025,2025-08-01
824,Monte Plata,25.504652892171805,8,2025,2025-08-01
825,San Pedro de Macorís,70.75353445561116,8,2025,2025-08-01
826,Santo Domingo,385.8260299841088,8,2025,2025-08-01
827,El Seibo,10.927127048528286,8,2025,2025-08-01
828,Distrito Nacional,109.78791722233709,9,2025,2025-09-01
829,Hato Mayor,12.840386398805988,9,2025,2025-09-01
830,La Altagracia,58.37184818987013,9,2025,2025-09-01
831,La Romana,51.80275719754162,9,2025,2025-09-01
832,Monte Plata,24.5891843759364,9,2025,2025-09-01
833,San Pedro de Macorís,66.27085587321368,9,2025,2025-09-01
834,Santo Domingo,376.6375105402286,9,2025,2025-09-01
835,El Seibo,9.382107936763893,9,2025,2025-09-01
836,Distrito Nacional,102.48274360525049,10,2025,2025-10-01
837,Hato Mayor,12.836708032847303,10,2025,2025-10-01
838,La Altagracia,59.28860567734999,10,2025,2025-10-01
839,La Romana,50.68249759013806,10,2025,2025-10-01
840,Monte Plata,23.357610406097482,10,2025,2025-10-01
841,San Pedro de Macorís,64.86459447910639,10,2025,2025-10-01
842,Santo Domingo,351.1067114832552,10,2025,2025-10-01
843,El Seibo,9.391266149410209,10,2025,2025-10-01
844,Distrito Nacional,92.24538325989265,11,2025,2025-11-01
845,Hato Mayor,11.46937854758491,11,2025,2025-11-01
846,La Altagracia,52.20148096742378,11,2025,2025-11-01
847,La Romana,46.359384209724425,11,2025,2025-11-01
848,Monte Plata,21.16178320257161,11,2025,2025-11-01
849,San Pedro de Macorís,59.772824388261775,11,2025,2025-11-01
850,Santo Domingo,313.0603193660117,11,2025,2025-11-01
851,El Seibo,8.432785408013402,11,2025,2025-11-01
852,Distrito Nacional,91.6317704589034,12,2025,2025-12-01
853,Hato Mayor,11.336108568512602,12,2025,2025-12-01
854,La Altagracia,51.61338281381372,12,2025,2025-12-01
855,La Romana,44.34554969261913,12,2025,2025-12-01
856,Monte Plata,21.478647043363193,12,2025,2025-12-01
857,San Pedro de Macorís,57.25772975589641,12,2025,2025-12-01
858,Santo Domingo,304.79747512439485,12,2025,2025-12-01
859,El Seibo,8.2811904768743,12,2025,2025-12-01
