provincia,tipo de averia y emergencia,anio,mes,averias,fecha
Santo Domingo,Sin Identificar,2019,3,0.0,2019-03-01
Santo Domingo,Falta de Energía,2019,3,0.0,2019-03-01
Santo Domingo,Niveles de Tensión,2019,3,0.0,2019-03-01
Santo Domingo,Riesgo de Vida,2019,3,0.0,2019-03-01
Distrito Nacional,Alumbrado Público,2020,3,0.0,2020-03-01
Distrito Nacional,Falta de Energía,2020,3,1420.0,2020-03-01
Distrito Nacional,Niveles de Tensión,2020,3,327.0,2020-03-01
Distrito Nacional,Otros,2020,3,0.0,2020-03-01
Distrito Nacional,Probable Defecto o Falla,2020,3,5.0,2020-03-01
Distrito Nacional,Riesgo de Vida,2020,3,131.0,2020-03-01
El Seibo,Falta de Energía,2020,3,376.0,2020-03-01
El Seibo,Niveles de Tensión,2020,3,30.0,2020-03-01
El Seibo,Otros,2020,3,0.0,2020-03-01
El Seibo,Probable Defecto o Falla,2020,3,0.0,2020-03-01
El Seibo,Riesgo de Vida,2020,3,36.0,2020-03-01
Hato Mayor,Falta de Energía,2020,3,337.0,2020-03-01
Hato Mayor,Niveles de Tensión,2020,3,31.0,2020-03-01
Hato Mayor,Otros,2020,3,0.0,2020-03-01
Hato Mayor,Probable Defecto o Falla,2020,3,2.0,2020-03-01
Hato Mayor,Riesgo de Vida,2020,3,32.0,2020-03-01
La Altagracia,Falta de Energía,2020,3,952.0,2020-03-01
La Altagracia,Niveles de Tensión,2020,3,124.0,2020-03-01
La Altagracia,Otros,2020,3,0.0,2020-03-01
La Altagracia,Probable Defecto o Falla,2020,3,3.0,2020-03-01
La Altagracia,Riesgo de Vida,2020,3,146.0,2020-03-01
La Romana,Alumbrado Público,2020,3,0.0,2020-03-01
La Romana,Falta de Energía,2020,3,740.0,2020-03-01
La Romana,Niveles de Tensión,2020,3,143.0,2020-03-01
La Romana,Otros,2020,3,0.0,2020-03-01
La Romana,Probable Defecto o Falla,2020,3,1.0,2020-03-01
La Romana,Riesgo de Vida,2020,3,74.0,2020-03-01
Monte Plata,Falta de Energía,2020,3,449.0,2020-03-01
Monte Plata,Niveles de Tensión,2020,3,40.0,2020-03-01
Monte Plata,Otros,2020,3,0.0,2020-03-01
Monte Plata,Probable Defecto o Falla,2020,3,6.0,2020-03-01
Monte Plata,Riesgo de Vida,2020,3,98.0,2020-03-01
San Pedro de Macorís,Alumbrado Público,2020,3,0.0,2020-03-01
San Pedro de Macorís,Falta de Energía,2020,3,643.0,2020-03-01
San Pedro de Macorís,Niveles de Tensión,2020,3,109.0,2020-03-01
San Pedro de Macorís,Otros,2020,3,0.0,2020-03-01
San Pedro de Macorís,Probable Defecto o Falla,2020,3,0.0,2020-03-01
San Pedro de Macorís,Riesgo de Vida,2020,3,110.0,2020-03-01
Santo Domingo,Alumbrado Público,2020,3,1.0,2020-03-01
Santo Domingo,Falta de Energía,2020,3,8193.0,2020-03-01
Santo Domingo,Niveles de Tensión,2020,3,1665.0,2020-03-01
Santo Domingo,Otros,2020,3,0.0,2020-03-01
Santo Domingo,Probable Defecto o Falla,2020,3,10.0,2020-03-01
Santo Domingo,Riesgo de Vida,2020,3,718.0,2020-03-01
Santo Domingo,Sin Identificar,2020,3,0.0,2020-03-01
Distrito Nacional,Falta de Energía,2021,3,2327.0,2021-03-01
Distrito Nacional,Niveles de Tensión,2021,3,397.0,2021-03-01
Distrito Nacional,Probable Defecto o Falla,2021,3,13.0,2021-03-01
Distrito Nacional,Riesgo de Vida,2021,3,209.0,2021-03-01
El Seibo,Falta de Energía,2021,3,376.0,2021-03-01
El Seibo,Niveles de Tensión,2021,3,45.0,2021-03-01
El Seibo,Riesgo de Vida,2021,3,55.0,2021-03-01
Hato Mayor,Falta de Energía,2021,3,383.0,2021-03-01
Hato Mayor,Niveles de Tensión,2021,3,46.0,2021-03-01
Hato Mayor,Probable Defecto o Falla,2021,3,0.0,2021-03-01
Hato Mayor,Riesgo de Vida,2021,3,47.0,2021-03-01
La Altagracia,Falta de Energía,2021,3,958.0,2021-03-01
La Altagracia,Niveles de Tensión,2021,3,133.0,2021-03-01
La Altagracia,Probable Defecto o Falla,2021,3,1.0,2021-03-01
La Altagracia,Riesgo de Vida,2021,3,128.0,2021-03-01
La Romana,Falta de Energía,2021,3,973.0,2021-03-01
La Romana,Niveles de Tensión,2021,3,185.0,2021-03-01
La Romana,Probable Defecto o Falla,2021,3,1.0,2021-03-01
La Romana,Riesgo de Vida,2021,3,97.0,2021-03-01
Monte Plata,Falta de Energía,2021,3,526.0,2021-03-01
Monte Plata,Niveles de Tensión,2021,3,41.0,2021-03-01
Monte Plata,Probable Defecto o Falla,2021,3,5.0,2021-03-01
Monte Plata,Riesgo de Vida,2021,3,148.0,2021-03-01
San Pedro de Macorís,Falta de Energía,2021,3,895.0,2021-03-01
San Pedro de Macorís,Niveles de Tensión,2021,3,144.0,2021-03-01
San Pedro de Macorís,Probable Defecto o Falla,2021,3,2.0,2021-03-01
San Pedro de Macorís,Riesgo de Vida,2021,3,131.0,2021-03-01
Santo Domingo,Falta de Energía,2021,3,11530.0,2021-03-01
Santo Domingo,Niveles de Tensión,2021,3,2525.0,2021-03-01
Santo Domingo,Probable Defecto o Falla,2021,3,22.0,2021-03-01
Santo Domingo,Riesgo de Vida,2021,3,1005.0,2021-03-01
Distrito Nacional,Falta de Energía,2022,3,2097.0,2022-03-01
Distrito Nacional,Niveles de Tensión,2022,3,432.0,2022-03-01
Distrito Nacional,Probable Defecto o Falla,2022,3,3.0,2022-03-01
Distrito Nacional,Riesgo de Vida,2022,3,199.0,2022-03-01
El Seibo,Falta de Energía,2022,3,424.0,2022-03-01
El Seibo,Niveles de Tensión,2022,3,29.0,2022-03-01
El Seibo,Probable Defecto o Falla,2022,3,2.0,2022-03-01
El Seibo,Riesgo de Vida,2022,3,37.0,2022-03-01
Hato Mayor,Falta de Energía,2022,3,455.0,2022-03-01
Hato Mayor,Niveles de Tensión,2022,3,44.0,2022-03-01
Hato Mayor,Probable Defecto o Falla,2022,3,3.0,2022-03-01
Hato Mayor,Riesgo de Vida,2022,3,61.0,2022-03-01
La Altagracia,Falta de Energía,2022,3,1090.0,2022-03-01
La Altagracia,Niveles de Tensión,2022,3,160.0,2022-03-01
La Altagracia,Probable Defecto o Falla,2022,3,3.0,2022-03-01
La Altagracia,Riesgo de Vida,2022,3,155.0,2022-03-01
La Romana,Falta de Energía,2022,3,1289.0,2022-03-01
La Romana,Niveles de Tensión,2022,3,210.0,2022-03-01
La Romana,Probable Defecto o Falla,2022,3,2.0,2022-03-01
La Romana,Riesgo de Vida,2022,3,145.0,2022-03-01
Monte Plata,Falta de Energía,2022,3,582.0,2022-03-01
Monte Plata,Niveles de Tensión,2022,3,54.0,2022-03-01
Monte Plata,Probable Defecto o Falla,2022,3,4.0,2022-03-01
Monte Plata,Riesgo de Vida,2022,3,133.0,2022-03-01
San Pedro de Macorís,Falta de Energía,2022,3,1167.0,2022-03-01
San Pedro de Macorís,Niveles de Tensión,2022,3,161.0,2022-03-01
San Pedro de Macorís,Probable Defecto o Falla,2022,3,2.0,2022-03-01
San Pedro de Macorís,Riesgo de Vida,2022,3,163.0,2022-03-01
Santo Domingo,Falta de Energía,2022,3,11574.0,2022-03-01
Santo Domingo,Niveles de Tensión,2022,3,2450.0,2022-03-01
Santo Domingo,Probable Defecto o Falla,2022,3,28.0,2022-03-01
Santo Domingo,Riesgo de Vida,2022,3,914.0,2022-03-01
Distrito Nacional,Falta de Energía,2023,3,3245.0,2023-03-01
Distrito Nacional,Niveles de Tensión,2023,3,481.0,2023-03-01
Distrito Nacional,Probable Defecto o Falla,2023,3,7.0,2023-03-01
Distrito Nacional,Riesgo de Vida,2023,3,257.0,2023-03-01
El Seibo,Falta de Energía,2023,3,444.0,2023-03-01
El Seibo,Niveles de Tensión,2023,3,59.0,2023-03-01
El Seibo,Probable Defecto o Falla,2023,3,1.0,2023-03-01
El Seibo,Riesgo de Vida,2023,3,50.0,2023-03-01
Hato Mayor,Falta de Energía,2023,3,472.0,2023-03-01
Hato Mayor,Niveles de Tensión,2023,3,47.0,2023-03-01
Hato Mayor,Probable Defecto o Falla,2023,3,1.0,2023-03-01
Hato Mayor,Riesgo de Vida,2023,3,46.0,2023-03-01
La Altagracia,Falta de Energía,2023,3,1001.0,2023-03-01
La Altagracia,Niveles de Tensión,2023,3,171.0,2023-03-01
La Altagracia,Probable Defecto o Falla,2023,3,1.0,2023-03-01
La Altagracia,Riesgo de Vida,2023,3,156.0,2023-03-01
La Romana,Falta de Energía,2023,3,943.0,2023-03-01
La Romana,Niveles de Tensión,2023,3,196.0,2023-03-01
La Romana,Probable Defecto o Falla,2023,3,1.0,2023-03-01
La Romana,Riesgo de Vida,2023,3,112.0,2023-03-01
Monte Plata,Falta de Energía,2023,3,438.0,2023-03-01
Monte Plata,Niveles de Tensión,2023,3,48.0,2023-03-01
Monte Plata,Probable Defecto o Falla,2023,3,2.0,2023-03-01
Monte Plata,Riesgo de Vida,2023,3,114.0,2023-03-01
San Pedro de Macorís,Falta de Energía,2023,3,1058.0,2023-03-01
San Pedro de Macorís,Niveles de Tensión,2023,3,120.0,2023-03-01
San Pedro de Macorís,Probable Defecto o Falla,2023,3,1.0,2023-03-01
San Pedro de Macorís,Riesgo de Vida,2023,3,150.0,2023-03-01
Santo Domingo,Falta de Energía,2023,3,9227.0,2023-03-01
Santo Domingo,Niveles de Tensión,2023,3,1894.0,2023-03-01
Santo Domingo,Probable Defecto o Falla,2023,3,12.0,2023-03-01
Santo Domingo,Riesgo de Vida,2023,3,812.0,2023-03-01
Distrito Nacional,Falta de Energía,2024,3,2333.0,2024-03-01
Distrito Nacional,Niveles de Tensión,2024,3,447.0,2024-03-01
Distrito Nacional,Probable Defecto o Falla,2024,3,10.0,2024-03-01
Distrito Nacional,Riesgo de Vida,2024,3,203.0,2024-03-01
El Seibo,Falta de Energía,2024,3,422.0,2024-03-01
El Seibo,Niveles de Tensión,2024,3,28.0,2024-03-01
El Seibo,Probable Defecto o Falla,2024,3,1.0,2024-03-01
El Seibo,Riesgo de Vida,2024,3,64.0,2024-03-01
Hato Mayor,Falta de Energía,2024,3,425.0,2024-03-01
Hato Mayor,Niveles de Tensión,2024,3,51.0,2024-03-01
Hato Mayor,Probable Defecto o Falla,2024,3,2.0,2024-03-01
Hato Mayor,Riesgo de Vida,2024,3,62.0,2024-03-01
La Altagracia,Falta de Energía,2024,3,1238.0,2024-03-01
La Altagracia,Niveles de Tensión,2024,3,141.0,2024-03-01
La Altagracia,Probable Defecto o Falla,2024,3,1.0,2024-03-01
La Altagracia,Riesgo de Vida,2024,3,191.0,2024-03-01
La Romana,Falta de Energía,2024,3,1306.0,2024-03-01
La Romana,Niveles de Tensión,2024,3,212.0,2024-03-01
La Romana,Probable Defecto o Falla,2024,3,4.0,2024-03-01
La Romana,Riesgo de Vida,2024,3,127.0,2024-03-01
Monte Plata,Falta de Energía,2024,3,619.0,2024-03-01
Monte Plata,Niveles de Tensión,2024,3,78.0,2024-03-01
Monte Plata,Probable Defecto o Falla,2024,3,5.0,2024-03-01
Monte Plata,Riesgo de Vida,2024,3,167.0,2024-03-01
San Pedro de Macorís,Falta de Energía,2024,3,918.0,2024-03-01
San Pedro de Macorís,Niveles de Tensión,2024,3,109.0,2024-03-01
San Pedro de Macorís,Probable Defecto o Falla,2024,3,5.0,2024-03-01
San Pedro de Macorís,Riesgo de Vida,2024,3,139.0,2024-03-01
Santo Domingo,Falta de Energía,2024,3,11279.0,2024-03-01
Santo Domingo,Niveles de Tensión,2024,3,2127.0,2024-03-01
Santo Domingo,Probable Defecto o Falla,2024,3,26.0,2024-03-01
Santo Domingo,Riesgo de Vida,2024,3,947.0,2024-03-01
Distrito Nacional,Falta de Energía,2025,3,2778.0,2025-03-01
Distrito Nacional,Niveles de Tensión,2025,3,524.0,2025-03-01
Distrito Nacional,Probable Defecto o Falla,2025,3,7.0,2025-03-01
Distrito Nacional,Riesgo de Vida,2025,3,205.0,2025-03-01
El Seibo,Falta de Energía,2025,3,409.0,2025-03-01
El Seibo,Niveles de Tensión,2025,3,46.0,2025-03-01
El Seibo,Probable Defecto o Falla,2025,3,5.0,2025-03-01
El Seibo,Riesgo de Vida,2025,3,55.0,2025-03-01
Hato Mayor,Falta de Energía,2025,3,410.0,2025-03-01
Hato Mayor,Niveles de Tensión,2025,3,54.0,2025-03-01
Hato Mayor,Probable Defecto o Falla,2025,3,8.0,2025-03-01
Hato Mayor,Riesgo de Vida,2025,3,57.0,2025-03-01
La Altagracia,Falta de Energía,2025,3,1333.0,2025-03-01
La Altagracia,Niveles de Tensión,2025,3,149.0,2025-03-01
La Altagracia,Probable Defecto o Falla,2025,3,5.0,2025-03-01
La Altagracia,Riesgo de Vida,2025,3,151.0,2025-03-01
La Romana,Falta de Energía,2025,3,1537.0,2025-03-01
La Romana,Niveles de Tensión,2025,3,232.0,2025-03-01
La Romana,Probable Defecto o Falla,2025,3,1.0,2025-03-01
La Romana,Riesgo de Vida,2025,3,131.0,2025-03-01
Monte Plata,Falta de Energía,2025,3,833.0,2025-03-01
Monte Plata,Niveles de Tensión,2025,3,66.0,2025-03-01
Monte Plata,Probable Defecto o Falla,2025,3,5.0,2025-03-01
Monte Plata,Riesgo de Vida,2025,3,100.0,2025-03-01
San Pedro de Macorís,Falta de Energía,2025,3,1011.0,2025-03-01
San Pedro de Macorís,Niveles de Tensión,2025,3,139.0,2025-03-01
San Pedro de Macorís,Probable Defecto o Falla,2025,3,3.0,2025-03-01
San Pedro de Macorís,Riesgo de Vida,2025,3,145.0,2025-03-01
Santo Domingo,Falta de Energía,2025,3,11672.0,2025-03-01
Santo Domingo,Niveles de Tensión,2025,3,2239.0,2025-03-01
Santo Domingo,Probable Defecto o Falla,2025,3,24.0,2025-03-01
Santo Domingo,Riesgo de Vida,2025,3,774.0,2025-03-01
Distrito Nacional,Alumbrado Público,2017,4,0.0,2017-04-01
Distrito Nacional,Falta de Energía,2017,4,1631.0,2017-04-01
Distrito Nacional,Niveles de Tensión,2017,4,222.0,2017-04-01
Distrito Nacional,Otros,2017,4,0.0,2017-04-01
Distrito Nacional,Probable Defecto o Falla,2017,4,11.0,2017-04-01
Distrito Nacional,Riesgo de Vida,2017,4,281.0,2017-04-01
El Seibo,Falta de Energía,2017,4,325.0,2017-04-01
El Seibo,Niveles de Tensión,2017,4,26.0,2017-04-01
El Seibo,Otros,2017,4,0.0,2017-04-01
El Seibo,Probable Defecto o Falla,2017,4,0.0,2017-04-01
El Seibo,Riesgo de Vida,2017,4,47.0,2017-04-01
Hato Mayor,Falta de Energía,2017,4,320.0,2017-04-01
Hato Mayor,Niveles de Tensión,2017,4,28.0,2017-04-01
Hato Mayor,Otros,2017,4,0.0,2017-04-01
Hato Mayor,Probable Defecto o Falla,2017,4,1.0,2017-04-01
Hato Mayor,Riesgo de Vida,2017,4,53.0,2017-04-01
La Altagracia,Falta de Energía,2017,4,772.0,2017-04-01
La Altagracia,Niveles de Tensión,2017,4,130.0,2017-04-01
La Altagracia,Otros,2017,4,0.0,2017-04-01
La Altagracia,Probable Defecto o Falla,2017,4,5.0,2017-04-01
La Altagracia,Riesgo de Vida,2017,4,177.0,2017-04-01
La Romana,Alumbrado Público,2017,4,0.0,2017-04-01
La Romana,Falta de Energía,2017,4,694.0,2017-04-01
La Romana,Niveles de Tensión,2017,4,120.0,2017-04-01
La Romana,Otros,2017,4,0.0,2017-04-01
La Romana,Probable Defecto o Falla,2017,4,2.0,2017-04-01
La Romana,Riesgo de Vida,2017,4,110.0,2017-04-01
Monte Plata,Falta de Energía,2017,4,424.0,2017-04-01
Monte Plata,Niveles de Tensión,2017,4,52.0,2017-04-01
Monte Plata,Otros,2017,4,0.0,2017-04-01
Monte Plata,Probable Defecto o Falla,2017,4,11.0,2017-04-01
Monte Plata,Riesgo de Vida,2017,4,137.0,2017-04-01
San Pedro de Macorís,Alumbrado Público,2017,4,0.0,2017-04-01
San Pedro de Macorís,Falta de Energía,2017,4,666.0,2017-04-01
San Pedro de Macorís,Niveles de Tensión,2017,4,52.0,2017-04-01
San Pedro de Macorís,Otros,2017,4,0.0,2017-04-01
San Pedro de Macorís,Probable Defecto o Falla,2017,4,3.0,2017-04-01
San Pedro de Macorís,Riesgo de Vida,2017,4,138.0,2017-04-01
Santo Domingo,Alumbrado Público,2017,4,0.0,2017-04-01
Santo Domingo,Falta de Energía,2017,4,6577.0,2017-04-01
Santo Domingo,Niveles de Tensión,2017,4,997.0,2017-04-01
Santo Domingo,Otros,2017,4,2.0,2017-04-01
Santo Domingo,Probable Defecto o Falla,2017,4,24.0,2017-04-01
Santo Domingo,Riesgo de Vida,2017,4,926.0,2017-04-01
Santo Domingo,Sin Identificar,2017,4,1.0,2017-04-01
Santo Domingo,Falta de Energía,2017,4,1.0,2017-04-01
Santo Domingo,Niveles de Tensión,2017,4,0.0,2017-04-01
Santo Domingo,Riesgo de Vida,2017,4,0.0,2017-04-01
Distrito Nacional,Alumbrado Público,2018,4,0.0,2018-04-01
Distrito Nacional,Falta de Energía,2018,4,2177.0,2018-04-01
Distrito Nacional,Niveles de Tensión,2018,4,322.0,2018-04-01
Distrito Nacional,Otros,2018,4,1.0,2018-04-01
Distrito Nacional,Probable Defecto o Falla,2018,4,5.0,2018-04-01
Distrito Nacional,Riesgo de Vida,2018,4,263.0,2018-04-01
El Seibo,Falta de Energía,2018,4,311.0,2018-04-01
El Seibo,Niveles de Tensión,2018,4,33.0,2018-04-01
El Seibo,Otros,2018,4,0.0,2018-04-01
El Seibo,Probable Defecto o Falla,2018,4,0.0,2018-04-01
El Seibo,Riesgo de Vida,2018,4,29.0,2018-04-01
Hato Mayor,Falta de Energía,2018,4,356.0,2018-04-01
Hato Mayor,Niveles de Tensión,2018,4,47.0,2018-04-01
Hato Mayor,Otros,2018,4,0.0,2018-04-01
Hato Mayor,Probable Defecto o Falla,2018,4,2.0,2018-04-01
Hato Mayor,Riesgo de Vida,2018,4,49.0,2018-04-01
La Altagracia,Falta de Energía,2018,4,734.0,2018-04-01
La Altagracia,Niveles de Tensión,2018,4,112.0,2018-04-01
La Altagracia,Otros,2018,4,0.0,2018-04-01
La Altagracia,Probable Defecto o Falla,2018,4,1.0,2018-04-01
La Altagracia,Riesgo de Vida,2018,4,124.0,2018-04-01
La Romana,Alumbrado Público,2018,4,0.0,2018-04-01
La Romana,Falta de Energía,2018,4,764.0,2018-04-01
La Romana,Niveles de Tensión,2018,4,146.0,2018-04-01
La Romana,Otros,2018,4,0.0,2018-04-01
La Romana,Probable Defecto o Falla,2018,4,1.0,2018-04-01
La Romana,Riesgo de Vida,2018,4,143.0,2018-04-01
Monte Plata,Falta de Energía,2018,4,496.0,2018-04-01
Monte Plata,Niveles de Tensión,2018,4,38.0,2018-04-01
Monte Plata,Otros,2018,4,0.0,2018-04-01
Monte Plata,Probable Defecto o Falla,2018,4,4.0,2018-04-01
Monte Plata,Riesgo de Vida,2018,4,118.0,2018-04-01
San Pedro de Macorís,Alumbrado Público,2018,4,0.0,2018-04-01
San Pedro de Macorís,Falta de Energía,2018,4,627.0,2018-04-01
San Pedro de Macorís,Niveles de Tensión,2018,4,71.0,2018-04-01
San Pedro de Macorís,Otros,2018,4,0.0,2018-04-01
San Pedro de Macorís,Probable Defecto o Falla,2018,4,5.0,2018-04-01
San Pedro de Macorís,Riesgo de Vida,2018,4,113.0,2018-04-01
Santo Domingo,Alumbrado Público,2018,4,0.0,2018-04-01
Santo Domingo,Falta de Energía,2018,4,8486.0,2018-04-01
Santo Domingo,Niveles de Tensión,2018,4,1681.0,2018-04-01
Santo Domingo,Otros,2018,4,2.0,2018-04-01
Santo Domingo,Probable Defecto o Falla,2018,4,20.0,2018-04-01
Santo Domingo,Riesgo de Vida,2018,4,1028.0,2018-04-01
Santo Domingo,Sin Identificar,2018,4,1.0,2018-04-01
Santo Domingo,Falta de Energía,2018,4,0.0,2018-04-01
Santo Domingo,Niveles de Tensión,2018,4,0.0,2018-04-01
Santo Domingo,Riesgo de Vida,2018,4,1.0,2018-04-01
Distrito Nacional,Alumbrado Público,2019,4,0.0,2019-04-01
Distrito Nacional,Falta de Energía,2019,4,1700.0,2019-04-01
Distrito Nacional,Niveles de Tensión,2019,4,334.0,2019-04-01
Distrito Nacional,Otros,2019,4,0.0,2019-04-01
Distrito Nacional,Probable Defecto o Falla,2019,4,5.0,2019-04-01
Distrito Nacional,Riesgo de Vida,2019,4,207.0,2019-04-01
El Seibo,Falta de Energía,2019,4,329.0,2019-04-01
El Seibo,Niveles de Tensión,2019,4,45.0,2019-04-01
El Seibo,Otros,2019,4,0.0,2019-04-01
El Seibo,Probable Defecto o Falla,2019,4,1.0,2019-04-01
El Seibo,Riesgo de Vida,2019,4,47.0,2019-04-01
Hato Mayor,Falta de Energía,2019,4,353.0,2019-04-01
Hato Mayor,Niveles de Tensión,2019,4,42.0,2019-04-01
Hato Mayor,Otros,2019,4,0.0,2019-04-01
Hato Mayor,Probable Defecto o Falla,2019,4,1.0,2019-04-01
Hato Mayor,Riesgo de Vida,2019,4,49.0,2019-04-01
La Altagracia,Falta de Energía,2019,4,829.0,2019-04-01
La Altagracia,Niveles de Tensión,2019,4,121.0,2019-04-01
La Altagracia,Otros,2019,4,0.0,2019-04-01
La Altagracia,Probable Defecto o Falla,2019,4,0.0,2019-04-01
La Altagracia,Riesgo de Vida,2019,4,126.0,2019-04-01
La Romana,Alumbrado Público,2019,4,1.0,2019-04-01
La Romana,Falta de Energía,2019,4,720.0,2019-04-01
La Romana,Niveles de Tensión,2019,4,156.0,2019-04-01
La Romana,Otros,2019,4,0.0,2019-04-01
La Romana,Probable Defecto o Falla,2019,4,2.0,2019-04-01
La Romana,Riesgo de Vida,2019,4,122.0,2019-04-01
Monte Plata,Falta de Energía,2019,4,480.0,2019-04-01
Monte Plata,Niveles de Tensión,2019,4,51.0,2019-04-01
Monte Plata,Otros,2019,4,0.0,2019-04-01
Monte Plata,Probable Defecto o Falla,2019,4,10.0,2019-04-01
Monte Plata,Riesgo de Vida,2019,4,123.0,2019-04-01
San Pedro de Macorís,Alumbrado Público,2019,4,0.0,2019-04-01
San Pedro de Macorís,Falta de Energía,2019,4,754.0,2019-04-01
San Pedro de Macorís,Niveles de Tensión,2019,4,144.0,2019-04-01
San Pedro de Macorís,Otros,2019,4,0.0,2019-04-01
San Pedro de Macorís,Probable Defecto o Falla,2019,4,2.0,2019-04-01
San Pedro de Macorís,Riesgo de Vida,2019,4,175.0,2019-04-01
Santo Domingo,Alumbrado Público,2019,4,0.0,2019-04-01
Santo Domingo,Falta de Energía,2019,4,8933.0,2019-04-01
Santo Domingo,Niveles de Tensión,2019,4,1717.0,2019-04-01
Santo Domingo,Otros,2019,4,0.0,2019-04-01
Santo Domingo,Probable Defecto o Falla,2019,4,21.0,2019-04-01
Santo Domingo,Riesgo de Vida,2019,4,951.0,2019-04-01
Santo Domingo,Sin Identificar,2019,4,0.0,2019-04-01
Santo Domingo,Falta de Energía,2019,4,2.0,2019-04-01
Santo Domingo,Niveles de Tensión,2019,4,0.0,2019-04-01
Santo Domingo,Riesgo de Vida,2019,4,0.0,2019-04-01
Distrito Nacional,Alumbrado Público,2020,4,0.0,2020-04-01
Distrito Nacional,Falta de Energía,2020,4,909.0,2020-04-01
Distrito Nacional,Niveles de Tensión,2020,4,164.0,2020-04-01
Distrito Nacional,Otros,2020,4,4.0,2020-04-01
Distrito Nacional,Probable Defecto o Falla,2020,4,0.0,2020-04-01
Distrito Nacional,Riesgo de Vida,2020,4,108.0,2020-04-01
El Seibo,Falta de Energía,2020,4,146.0,2020-04-01
El Seibo,Niveles de Tensión,2020,4,13.0,2020-04-01
El Seibo,Otros,2020,4,0.0,2020-04-01
El Seibo,Probable Defecto o Falla,2020,4,2.0,2020-04-01
El Seibo,Riesgo de Vida,2020,4,28.0,2020-04-01
Hato Mayor,Falta de Energía,2020,4,212.0,2020-04-01
Hato Mayor,Niveles de Tensión,2020,4,18.0,2020-04-01
Hato Mayor,Otros,2020,4,0.0,2020-04-01
Hato Mayor,Probable Defecto o Falla,2020,4,0.0,2020-04-01
Hato Mayor,Riesgo de Vida,2020,4,33.0,2020-04-01
La Altagracia,Falta de Energía,2020,4,522.0,2020-04-01
La Altagracia,Niveles de Tensión,2020,4,78.0,2020-04-01
La Altagracia,Otros,2020,4,0.0,2020-04-01
La Altagracia,Probable Defecto o Falla,2020,4,1.0,2020-04-01
La Altagracia,Riesgo de Vida,2020,4,85.0,2020-04-01
La Romana,Alumbrado Público,2020,4,0.0,2020-04-01
La Romana,Falta de Energía,2020,4,579.0,2020-04-01
La Romana,Niveles de Tensión,2020,4,92.0,2020-04-01
La Romana,Otros,2020,4,0.0,2020-04-01
La Romana,Probable Defecto o Falla,2020,4,0.0,2020-04-01
La Romana,Riesgo de Vida,2020,4,79.0,2020-04-01
Monte Plata,Falta de Energía,2020,4,306.0,2020-04-01
Monte Plata,Niveles de Tensión,2020,4,29.0,2020-04-01
Monte Plata,Otros,2020,4,1.0,2020-04-01
Monte Plata,Probable Defecto o Falla,2020,4,2.0,2020-04-01
Monte Plata,Riesgo de Vida,2020,4,60.0,2020-04-01
San Pedro de Macorís,Alumbrado Público,2020,4,0.0,2020-04-01
San Pedro de Macorís,Falta de Energía,2020,4,407.0,2020-04-01
San Pedro de Macorís,Niveles de Tensión,2020,4,55.0,2020-04-01
San Pedro de Macorís,Otros,2020,4,0.0,2020-04-01
San Pedro de Macorís,Probable Defecto o Falla,2020,4,0.0,2020-04-01
San Pedro de Macorís,Riesgo de Vida,2020,4,94.0,2020-04-01
Santo Domingo,Alumbrado Público,2020,4,1.0,2020-04-01
Santo Domingo,Falta de Energía,2020,4,5605.0,2020-04-01
Santo Domingo,Niveles de Tensión,2020,4,1103.0,2020-04-01
Santo Domingo,Otros,2020,4,0.0,2020-04-01
Santo Domingo,Probable Defecto o Falla,2020,4,12.0,2020-04-01
Santo Domingo,Riesgo de Vida,2020,4,562.0,2020-04-01
Santo Domingo,Sin Identificar,2020,4,2.0,2020-04-01
Distrito Nacional,Falta de Energía,2021,4,2146.0,2021-04-01
Distrito Nacional,Niveles de Tensión,2021,4,384.0,2021-04-01
Distrito Nacional,Probable Defecto o Falla,2021,4,7.0,2021-04-01
Distrito Nacional,Riesgo de Vida,2021,4,175.0,2021-04-01
El Seibo,Falta de Energía,2021,4,390.0,2021-04-01
El Seibo,Niveles de Tensión,2021,4,35.0,2021-04-01
El Seibo,Riesgo de Vida,2021,4,47.0,2021-04-01
Hato Mayor,Falta de Energía,2021,4,347.0,2021-04-01
Hato Mayor,Niveles de Tensión,2021,4,44.0,2021-04-01
Hato Mayor,Probable Defecto o Falla,2021,4,2.0,2021-04-01
Hato Mayor,Riesgo de Vida,2021,4,67.0,2021-04-01
La Altagracia,Falta de Energía,2021,4,1048.0,2021-04-01
La Altagracia,Niveles de Tensión,2021,4,138.0,2021-04-01
La Altagracia,Probable Defecto o Falla,2021,4,2.0,2021-04-01
La Altagracia,Riesgo de Vida,2021,4,162.0,2021-04-01
La Romana,Falta de Energía,2021,4,924.0,2021-04-01
La Romana,Niveles de Tensión,2021,4,177.0,2021-04-01
La Romana,Probable Defecto o Falla,2021,4,2.0,2021-04-01
La Romana,Riesgo de Vida,2021,4,95.0,2021-04-01
Monte Plata,Falta de Energía,2021,4,581.0,2021-04-01
Monte Plata,Niveles de Tensión,2021,4,50.0,2021-04-01
Monte Plata,Probable Defecto o Falla,2021,4,14.0,2021-04-01
Monte Plata,Riesgo de Vida,2021,4,171.0,2021-04-01
San Pedro de Macorís,Falta de Energía,2021,4,913.0,2021-04-01
San Pedro de Macorís,Niveles de Tensión,2021,4,126.0,2021-04-01
