provincia,tipo de averia y emergencia,anio,mes,averias,fecha
Distrito Nacional,Alumbrado Público,2017,1,0.0,2017-01-01
Distrito Nacional,Falta de Energía,2017,1,1652.0,2017-01-01
Distrito Nacional,Niveles de Tensión,2017,1,227.0,2017-01-01
Distrito Nacional,Otros,2017,1,1.0,2017-01-01
Distrito Nacional,Probable Defecto o Falla,2017,1,13.0,2017-01-01
Distrito Nacional,Riesgo de Vida,2017,1,205.0,2017-01-01
El Seibo,Falta de Energía,2017,1,407.0,2017-01-01
El Seibo,Niveles de Tensión,2017,1,36.0,2017-01-01
El Seibo,Otros,2017,1,0.0,2017-01-01
El Seibo,Probable Defecto o Falla,2017,1,5.0,2017-01-01
El Seibo,Riesgo de Vida,2017,1,57.0,2017-01-01
Hato Mayor,Falta de Energía,2017,1,313.0,2017-01-01
Hato Mayor,Niveles de Tensión,2017,1,32.0,2017-01-01
Hato Mayor,Otros,2017,1,0.0,2017-01-01
Hato Mayor,Probable Defecto o Falla,2017,1,3.0,2017-01-01
Hato Mayor,Riesgo de Vida,2017,1,50.0,2017-01-01
La Altagracia,Falta de Energía,2017,1,784.0,2017-01-01
La Altagracia,Niveles de Tensión,2017,1,98.0,2017-01-01
La Altagracia,Otros,2017,1,0.0,2017-01-01
La Altagracia,Probable Defecto o Falla,2017,1,5.0,2017-01-01
La Altagracia,Riesgo de Vida,2017,1,145.0,2017-01-01
La Romana,Alumbrado Público,2017,1,0.0,2017-01-01
La Romana,Falta de Energía,2017,1,786.0,2017-01-01
La Romana,Niveles de Tensión,2017,1,90.0,2017-01-01
La Romana,Otros,2017,1,0.0,2017-01-01
La Romana,Probable Defecto o Falla,2017,1,2.0,2017-01-01
La Romana,Riesgo de Vida,2017,1,131.0,2017-01-01
Monte Plata,Falta de Energía,2017,1,458.0,2017-01-01
Monte Plata,Niveles de Tensión,2017,1,40.0,2017-01-01
Monte Plata,Otros,2017,1,0.0,2017-01-01
Monte Plata,Probable Defecto o Falla,2017,1,7.0,2017-01-01
Monte Plata,Riesgo de Vida,2017,1,104.0,2017-01-01
San Pedro de Macorís,Alumbrado Público,2017,1,0.0,2017-01-01
San Pedro de Macorís,Falta de Energía,2017,1,745.0,2017-01-01
San Pedro de Macorís,Niveles de Tensión,2017,1,62.0,2017-01-01
San Pedro de Macorís,Otros,2017,1,0.0,2017-01-01
San Pedro de Macorís,Probable Defecto o Falla,2017,1,3.0,2017-01-01
San Pedro de Macorís,Riesgo de Vida,2017,1,149.0,2017-01-01
Santo Domingo,Alumbrado Público,2017,1,0.0,2017-01-01
Santo Domingo,Falta de Energía,2017,1,6113.0,2017-01-01
Santo Domingo,Niveles de Tensión,2017,1,746.0,2017-01-01
Santo Domingo,Otros,2017,1,,2017-01-01
Santo Domingo,Probable Defecto o Falla,2017,1,38.0,2017-01-01
Santo Domingo,Riesgo de Vida,2017,1,784.0,2017-01-01
Santo Domingo,Sin Identificar,2017,1,3.0,2017-01-01
Santo Domingo,Falta de Energía,2017,1,1.0,2017-01-01
Santo Domingo,Niveles de Tensión,2017,1,0.0,2017-01-01
Santo Domingo,Riesgo de Vida,2017,1,2.0,2017-01-01
Distrito Nacional,Alumbrado Público,2018,1,0.0,2018-01-01
Distrito Nacional,Falta de Energía,2018,1,2295.0,2018-01-01
Distrito Nacional,Niveles de Tensión,2018,1,412.0,2018-01-01
Distrito Nacional,Otros,2018,1,0.0,2018-01-01
Distrito Nacional,Probable Defecto o Falla,2018,1,15.0,2018-01-01
Distrito Nacional,Riesgo de Vida,2018,1,319.0,2018-01-01
El Seibo,Falta de Energía,2018,1,396.0,2018-01-01
El Seibo,Niveles de Tensión,2018,1,33.0,2018-01-01
El Seibo,Otros,2018,1,0.0,2018-01-01
El Seibo,Probable Defecto o Falla,2018,1,4.0,2018-01-01
El Seibo,Riesgo de Vida,2018,1,52.0,2018-01-01
Hato Mayor,Falta de Energía,2018,1,289.0,2018-01-01
Hato Mayor,Niveles de Tensión,2018,1,44.0,2018-01-01
Hato Mayor,Otros,2018,1,0.0,2018-01-01
Hato Mayor,Probable Defecto o Falla,2018,1,0.0,2018-01-01
Hato Mayor,Riesgo de Vida,2018,1,59.0,2018-01-01
La Altagracia,Falta de Energía,2018,1,852.0,2018-01-01
La Altagracia,Niveles de Tensión,2018,1,112.0,2018-01-01
La Altagracia,Otros,2018,1,1.0,2018-01-01
La Altagracia,Probable Defecto o Falla,2018,1,4.0,2018-01-01
La Altagracia,Riesgo de Vida,2018,1,169.0,2018-01-01
La Romana,Alumbrado Público,2018,1,1.0,2018-01-01
La Romana,Falta de Energía,2018,1,670.0,2018-01-01
La Romana,Niveles de Tensión,2018,1,134.0,2018-01-01
La Romana,Otros,2018,1,0.0,2018-01-01
La Romana,Probable Defecto o Falla,2018,1,2.0,2018-01-01
La Romana,Riesgo de Vida,2018,1,134.0,2018-01-01
Monte Plata,Falta de Energía,2018,1,450.0,2018-01-01
Monte Plata,Niveles de Tensión,2018,1,49.0,2018-01-01
Monte Plata,Otros,2018,1,1.0,2018-01-01
Monte Plata,Probable Defecto o Falla,2018,1,2.0,2018-01-01
Monte Plata,Riesgo de Vida,2018,1,104.0,2018-01-01
San Pedro de Macorís,Alumbrado Público,2018,1,0.0,2018-01-01
San Pedro de Macorís,Falta de Energía,2018,1,733.0,2018-01-01
San Pedro de Macorís,Niveles de Tensión,2018,1,89.0,2018-01-01
San Pedro de Macorís,Otros,2018,1,0.0,2018-01-01
San Pedro de Macorís,Probable Defecto o Falla,2018,1,1.0,2018-01-01
San Pedro de Macorís,Riesgo de Vida,2018,1,120.0,2018-01-01
Santo Domingo,Alumbrado Público,2018,1,0.0,2018-01-01
Santo Domingo,Falta de Energía,2018,1,9152.0,2018-01-01
Santo Domingo,Niveles de Tensión,2018,1,1705.0,2018-01-01
Santo Domingo,Otros,2018,1,0.0,2018-01-01
Santo Domingo,Probable Defecto o Falla,2018,1,20.0,2018-01-01
Santo Domingo,Riesgo de Vida,2018,1,1011.0,2018-01-01
Santo Domingo,Sin Identificar,2018,1,0.0,2018-01-01
Santo Domingo,Falta de Energía,2018,1,0.0,2018-01-01
Santo Domingo,Niveles de Tensión,2018,1,0.0,2018-01-01
Santo Domingo,Riesgo de Vida,2018,1,0.0,2018-01-01
Distrito Nacional,Alumbrado Público,2019,1,0.0,2019-01-01
Distrito Nacional,Falta de Energía,2019,1,2212.0,2019-01-01
Distrito Nacional,Niveles de Tensión,2019,1,385.0,2019-01-01
Distrito Nacional,Otros,2019,1,0.0,2019-01-01
Distrito Nacional,Probable Defecto o Falla,2019,1,4.0,2019-01-01
Distrito Nacional,Riesgo de Vida,2019,1,268.0,2019-01-01
El Seibo,Falta de Energía,2019,1,408.0,2019-01-01
El Seibo,Niveles de Tensión,2019,1,54.0,2019-01-01
El Seibo,Otros,2019,1,0.0,2019-01-01
El Seibo,Probable Defecto o Falla,2019,1,1.0,2019-01-01
El Seibo,Riesgo de Vida,2019,1,48.0,2019-01-01
Hato Mayor,Falta de Energía,2019,1,460.0,2019-01-01
Hato Mayor,Niveles de Tensión,2019,1,51.0,2019-01-01
Hato Mayor,Otros,2019,1,1.0,2019-01-01
Hato Mayor,Probable Defecto o Falla,2019,1,2.0,2019-01-01
Hato Mayor,Riesgo de Vida,2019,1,61.0,2019-01-01
La Altagracia,Falta de Energía,2019,1,965.0,2019-01-01
La Altagracia,Niveles de Tensión,2019,1,121.0,2019-01-01
La Altagracia,Otros,2019,1,0.0,2019-01-01
La Altagracia,Probable Defecto o Falla,2019,1,1.0,2019-01-01
La Altagracia,Riesgo de Vida,2019,1,191.0,2019-01-01
La Romana,Alumbrado Público,2019,1,0.0,2019-01-01
La Romana,Falta de Energía,2019,1,1008.0,2019-01-01
La Romana,Niveles de Tensión,2019,1,147.0,2019-01-01
La Romana,Otros,2019,1,0.0,2019-01-01
La Romana,Probable Defecto o Falla,2019,1,1.0,2019-01-01
La Romana,Riesgo de Vida,2019,1,140.0,2019-01-01
Monte Plata,Falta de Energía,2019,1,484.0,2019-01-01
Monte Plata,Niveles de Tensión,2019,1,49.0,2019-01-01
Monte Plata,Otros,2019,1,0.0,2019-01-01
Monte Plata,Probable Defecto o Falla,2019,1,8.0,2019-01-01
Monte Plata,Riesgo de Vida,2019,1,151.0,2019-01-01
San Pedro de Macorís,Alumbrado Público,2019,1,0.0,2019-01-01
San Pedro de Macorís,Falta de Energía,2019,1,957.0,2019-01-01
San Pedro de Macorís,Niveles de Tensión,2019,1,111.0,2019-01-01
San Pedro de Macorís,Otros,2019,1,1.0,2019-01-01
San Pedro de Macorís,Probable Defecto o Falla,2019,1,4.0,2019-01-01
San Pedro de Macorís,Riesgo de Vida,2019,1,155.0,2019-01-01
Santo Domingo,Alumbrado Público,2019,1,1.0,2019-01-01
Santo Domingo,Falta de Energía,2019,1,10656.0,2019-01-01
Santo Domingo,Niveles de Tensión,2019,1,2045.0,2019-01-01
Santo Domingo,Otros,2019,1,1.0,2019-01-01
Santo Domingo,Probable Defecto o Falla,2019,1,30.0,2019-01-01
Santo Domingo,Riesgo de Vida,2019,1,1184.0,2019-01-01
Santo Domingo,Sin Identificar,2019,1,0.0,2019-01-01
Santo Domingo,Falta de Energía,2019,1,0.0,2019-01-01
Santo Domingo,Niveles de Tensión,2019,1,0.0,2019-01-01
Santo Domingo,Riesgo de Vida,2019,1,0.0,2019-01-01
Distrito Nacional,Alumbrado Público,2020,1,0.0,2020-01-01
Distrito Nacional,Falta de Energía,2020,1,2060.0,2020-01-01
Distrito Nacional,Niveles de Tensión,2020,1,473.0,2020-01-01
Distrito Nacional,Otros,2020,1,0.0,2020-01-01
Distrito Nacional,Probable Defecto o Falla,2020,1,11.0,2020-01-01
Distrito Nacional,Riesgo de Vida,2020,1,239.0,2020-01-01
El Seibo,Falta de Energía,2020,1,525.0,2020-01-01
El Seibo,Niveles de Tensión,2020,1,43.0,2020-01-01
El Seibo,Otros,2020,1,0.0,2020-01-01
El Seibo,Probable Defecto o Falla,2020,1,1.0,2020-01-01
El Seibo,Riesgo de Vida,2020,1,72.0,2020-01-01
Hato Mayor,Falta de Energía,2020,1,476.0,2020-01-01
Hato Mayor,Niveles de Tensión,2020,1,64.0,2020-01-01
Hato Mayor,Otros,2020,1,0.0,2020-01-01
Hato Mayor,Probable Defecto o Falla,2020,1,1.0,2020-01-01
Hato Mayor,Riesgo de Vida,2020,1,52.0,2020-01-01
La Altagracia,Falta de Energía,2020,1,1286.0,2020-01-01
La Altagracia,Niveles de Tensión,2020,1,181.0,2020-01-01
La Altagracia,Otros,2020,1,0.0,2020-01-01
La Altagracia,Probable Defecto o Falla,2020,1,6.0,2020-01-01
La Altagracia,Riesgo de Vida,2020,1,168.0,2020-01-01
La Romana,Alumbrado Público,2020,1,0.0,2020-01-01
La Romana,Falta de Energía,2020,1,1227.0,2020-01-01
La Romana,Niveles de Tensión,2020,1,197.0,2020-01-01
La Romana,Otros,2020,1,0.0,2020-01-01
La Romana,Probable Defecto o Falla,2020,1,2.0,2020-01-01
La Romana,Riesgo de Vida,2020,1,162.0,2020-01-01
Monte Plata,Falta de Energía,2020,1,532.0,2020-01-01
Monte Plata,Niveles de Tensión,2020,1,54.0,2020-01-01
Monte Plata,Otros,2020,1,1.0,2020-01-01
Monte Plata,Probable Defecto o Falla,2020,1,8.0,2020-01-01
Monte Plata,Riesgo de Vida,2020,1,157.0,2020-01-01
San Pedro de Macorís,Alumbrado Público,2020,1,890.0,2020-01-01
San Pedro de Macorís,Falta de Energía,2020,1,139.0,2020-01-01
San Pedro de Macorís,Niveles de Tensión,2020,1,0.0,2020-01-01
San Pedro de Macorís,Otros,2020,1,0.0,2020-01-01
San Pedro de Macorís,Probable Defecto o Falla,2020,1,3.0,2020-01-01
San Pedro de Macorís,Riesgo de Vida,2020,1,143.0,2020-01-01
Santo Domingo,Alumbrado Público,2020,1,2.0,2020-01-01
Santo Domingo,Falta de Energía,2020,1,10932.0,2020-01-01
Santo Domingo,Niveles de Tensión,2020,1,2314.0,2020-01-01
Santo Domingo,Otros,2020,1,0.0,2020-01-01
Santo Domingo,Probable Defecto o Falla,2020,1,31.0,2020-01-01
Santo Domingo,Riesgo de Vida,2020,1,898.0,2020-01-01
Santo Domingo,Sin Identificar,2020,1,0.0,2020-01-01
Distrito Nacional,Falta de Energía,2021,1,1517.0,2021-01-01
Distrito Nacional,Niveles de Tensión,2021,1,290.0,2021-01-01
Distrito Nacional,Probable Defecto o Falla,2021,1,7.0,2021-01-01
Distrito Nacional,Riesgo de Vida,2021,1,151.0,2021-01-01
El Seibo,Falta de Energía,2021,1,301.0,2021-01-01
El Seibo,Niveles de Tensión,2021,1,39.0,2021-01-01
El Seibo,Riesgo de Vida,2021,1,31.0,2021-01-01
Hato Mayor,Falta de Energía,2021,1,336.0,2021-01-01
Hato Mayor,Niveles de Tensión,2021,1,46.0,2021-01-01
Hato Mayor,Probable Defecto o Falla,2021,1,2.0,2021-01-01
Hato Mayor,Riesgo de Vida,2021,1,40.0,2021-01-01
La Altagracia,Falta de Energía,2021,1,757.0,2021-01-01
La Altagracia,Niveles de Tensión,2021,1,128.0,2021-01-01
La Altagracia,Probable Defecto o Falla,2021,1,3.0,2021-01-01
La Altagracia,Riesgo de Vida,2021,1,114.0,2021-01-01
La Romana,Falta de Energía,2021,1,846.0,2021-01-01
La Romana,Niveles de Tensión,2021,1,144.0,2021-01-01
La Romana,Probable Defecto o Falla,2021,1,1.0,2021-01-01
La Romana,Riesgo de Vida,2021,1,82.0,2021-01-01
Monte Plata,Falta de Energía,2021,1,383.0,2021-01-01
Monte Plata,Niveles de Tensión,2021,1,31.0,2021-01-01
Monte Plata,Probable Defecto o Falla,2021,1,3.0,2021-01-01
Monte Plata,Riesgo de Vida,2021,1,119.0,2021-01-01
San Pedro de Macorís,Falta de Energía,2021,1,711.0,2021-01-01
San Pedro de Macorís,Niveles de Tensión,2021,1,130.0,2021-01-01
San Pedro de Macorís,Probable Defecto o Falla,2021,1,3.0,2021-01-01
San Pedro de Macorís,Riesgo de Vida,2021,1,103.0,2021-01-01
Santo Domingo,Falta de Energía,2021,1,7840.0,2021-01-01
Santo Domingo,Niveles de Tensión,2021,1,1700.0,2021-01-01
Santo Domingo,Probable Defecto o Falla,2021,1,11.0,2021-01-01
Santo Domingo,Riesgo de Vida,2021,1,685.0,2021-01-01
Distrito Nacional,Falta de Energía,2022,1,1507.0,2022-01-01
Distrito Nacional,Niveles de Tensión,2022,1,354.0,2022-01-01
Distrito Nacional,Probable Defecto o Falla,2022,1,7.0,2022-01-01
Distrito Nacional,Riesgo de Vida,2022,1,131.0,2022-01-01
El Seibo,Falta de Energía,2022,1,336.0,2022-01-01
El Seibo,Niveles de Tensión,2022,1,33.0,2022-01-01
El Seibo,Probable Defecto o Falla,2022,1,1.0,2022-01-01
El Seibo,Riesgo de Vida,2022,1,31.0,2022-01-01
Hato Mayor,Falta de Energía,2022,1,362.0,2022-01-01
Hato Mayor,Niveles de Tensión,2022,1,56.0,2022-01-01
Hato Mayor,Probable Defecto o Falla,2022,1,,2022-01-01
Hato Mayor,Riesgo de Vida,2022,1,37.0,2022-01-01
La Altagracia,Falta de Energía,2022,1,844.0,2022-01-01
La Altagracia,Niveles de Tensión,2022,1,113.0,2022-01-01
La Altagracia,Probable Defecto o Falla,2022,1,3.0,2022-01-01
La Altagracia,Riesgo de Vida,2022,1,94.0,2022-01-01
La Romana,Falta de Energía,2022,1,933.0,2022-01-01
La Romana,Niveles de Tensión,2022,1,162.0,2022-01-01
La Romana,Probable Defecto o Falla,2022,1,2.0,2022-01-01
La Romana,Riesgo de Vida,2022,1,71.0,2022-01-01
Monte Plata,Falta de Energía,2022,1,397.0,2022-01-01
Monte Plata,Niveles de Tensión,2022,1,36.0,2022-01-01
Monte Plata,Probable Defecto o Falla,2022,1,11.0,2022-01-01
Monte Plata,Riesgo de Vida,2022,1,106.0,2022-01-01
San Pedro de Macorís,Falta de Energía,2022,1,721.0,2022-01-01
San Pedro de Macorís,Niveles de Tensión,2022,1,95.0,2022-01-01
San Pedro de Macorís,Probable Defecto o Falla,2022,1,1.0,2022-01-01
San Pedro de Macorís,Riesgo de Vida,2022,1,91.0,2022-01-01
Santo Domingo,Falta de Energía,2022,1,8344.0,2022-01-01
Santo Domingo,Niveles de Tensión,2022,1,2143.0,2022-01-01
Santo Domingo,Probable Defecto o Falla,2022,1,15.0,2022-01-01
Santo Domingo,Riesgo de Vida,2022,1,623.0,2022-01-01
Distrito Nacional,Falta de Energía,2023,1,2661.0,2023-01-01
Distrito Nacional,Niveles de Tensión,2023,1,336.0,2023-01-01
Distrito Nacional,Probable Defecto o Falla,2023,1,8.0,2023-01-01
Distrito Nacional,Riesgo de Vida,2023,1,198.0,2023-01-01
El Seibo,Falta de Energía,2023,1,495.0,2023-01-01
El Seibo,Niveles de Tensión,2023,1,41.0,2023-01-01
El Seibo,Probable Defecto o Falla,2023,1,0.0,2023-01-01
El Seibo,Riesgo de Vida,2023,1,47.0,2023-01-01
Hato Mayor,Falta de Energía,2023,1,474.0,2023-01-01
Hato Mayor,Niveles de Tensión,2023,1,56.0,2023-01-01
Hato Mayor,Probable Defecto o Falla,2023,1,1.0,2023-01-01
Hato Mayor,Riesgo de Vida,2023,1,56.0,2023-01-01
La Altagracia,Falta de Energía,2023,1,960.0,2023-01-01
La Altagracia,Niveles de Tensión,2023,1,128.0,2023-01-01
La Altagracia,Probable Defecto o Falla,2023,1,1.0,2023-01-01
La Altagracia,Riesgo de Vida,2023,1,130.0,2023-01-01
La Romana,Falta de Energía,2023,1,985.0,2023-01-01
La Romana,Niveles de Tensión,2023,1,164.0,2023-01-01
La Romana,Probable Defecto o Falla,2023,1,1.0,2023-01-01
La Romana,Riesgo de Vida,2023,1,130.0,2023-01-01
Monte Plata,Falta de Energía,2023,1,461.0,2023-01-01
Monte Plata,Niveles de Tensión,2023,1,40.0,2023-01-01
Monte Plata,Probable Defecto o Falla,2023,1,6.0,2023-01-01
Monte Plata,Riesgo de Vida,2023,1,103.0,2023-01-01
San Pedro de Macorís,Falta de Energía,2023,1,961.0,2023-01-01
San Pedro de Macorís,Niveles de Tensión,2023,1,114.0,2023-01-01
San Pedro de Macorís,Probable Defecto o Falla,2023,1,2.0,2023-01-01
San Pedro de Macorís,Riesgo de Vida,2023,1,129.0,2023-01-01
Santo Domingo,Falta de Energía,2023,1,8645.0,2023-01-01
Santo Domingo,Niveles de Tensión,2023,1,1711.0,2023-01-01
Santo Domingo,Probable Defecto o Falla,2023,1,14.0,2023-01-01
Santo Domingo,Riesgo de Vida,2023,1,719.0,2023-01-01
Distrito Nacional,Falta de Energía,2024,1,2242.0,2024-01-01
Distrito Nacional,Niveles de Tensión,2024,1,432.0,2024-01-01
Distrito Nacional,Probable Defecto o Falla,2024,1,14.0,2024-01-01
Distrito Nacional,Riesgo de Vida,2024,1,248.0,2024-01-01
El Seibo,Falta de Energía,2024,1,356.0,2024-01-01
El Seibo,Niveles de Tensión,2024,1,41.0,2024-01-01
El Seibo,Probable Defecto o Falla,2024,1,2.0,2024-01-01
El Seibo,Riesgo de Vida,2024,1,51.0,2024-01-01
Hato Mayor,Falta de Energía,2024,1,409.0,2024-01-01
Hato Mayor,Niveles de Tensión,2024,1,41.0,2024-01-01
Hato Mayor,Probable Defecto o Falla,2024,1,1.0,2024-01-01
Hato Mayor,Riesgo de Vida,2024,1,60.0,2024-01-01
La Altagracia,Falta de Energía,2024,1,1063.0,2024-01-01
La Altagracia,Niveles de Tensión,2024,1,112.0,2024-01-01
La Altagracia,Probable Defecto o Falla,2024,1,0.0,2024-01-01
La Altagracia,Riesgo de Vida,2024,1,142.0,2024-01-01
La Romana,Falta de Energía,2024,1,1197.0,2024-01-01
La Romana,Niveles de Tensión,2024,1,175.0,2024-01-01
La Romana,Probable Defecto o Falla,2024,1,4.0,2024-01-01
La Romana,Riesgo de Vida,2024,1,112.0,2024-01-01
Monte Plata,Falta de Energía,2024,1,447.0,2024-01-01
Monte Plata,Niveles de Tensión,2024,1,46.0,2024-01-01
Monte Plata,Probable Defecto o Falla,2024,1,5.0,2024-01-01
Monte Plata,Riesgo de Vida,2024,1,123.0,2024-01-01
San Pedro de Macorís,Falta de Energía,2024,1,851.0,2024-01-01
San Pedro de Macorís,Niveles de Tensión,2024,1,107.0,2024-01-01
San Pedro de Macorís,Probable Defecto o Falla,2024,1,0.0,2024-01-01
San Pedro de Macorís,Riesgo de Vida,2024,1,103.0,2024-01-01
Santo Domingo,Falta de Energía,2024,1,9195.0,2024-01-01
Santo Domingo,Niveles de Tensión,2024,1,1955.0,2024-01-01
Santo Domingo,Probable Defecto o Falla,2024,1,21.0,2024-01-01
Santo Domingo,Riesgo de Vida,2024,1,889.0,2024-01-01
Distrito Nacional,Falta de Energía,2025,1,2199.0,2025-01-01
Distrito Nacional,Niveles de Tensión,2025,1,390.0,2025-01-01
Distrito Nacional,Probable Defecto o Falla,2025,1,2.0,2025-01-01
Distrito Nacional,Riesgo de Vida,2025,1,196.0,2025-01-01
El Seibo,Falta de Energía,2025,1,389.0,2025-01-01
El Seibo,Niveles de Tensión,2025,1,45.0,2025-01-01
El Seibo,Probable Defecto o Falla,2025,1,1.0,2025-01-01
El Seibo,Riesgo de Vida,2025,1,41.0,2025-01-01
Hato Mayor,Falta de Energía,2025,1,405.0,2025-01-01
Hato Mayor,Niveles de Tensión,2025,1,38.0,2025-01-01
Hato Mayor,Probable Defecto o Falla,2025,1,1.0,2025-01-01
Hato Mayor,Riesgo de Vida,2025,1,42.0,2025-01-01
La Altagracia,Falta de Energía,2025,1,1113.0,2025-01-01
La Altagracia,Niveles de Tensión,2025,1,127.0,2025-01-01
La Altagracia,Probable Defecto o Falla,2025,1,2.0,2025-01-01
La Altagracia,Riesgo de Vida,2025,1,148.0,2025-01-01
La Romana,Falta de Energía,2025,1,1122.0,2025-01-01
La Romana,Niveles de Tensión,2025,1,140.0,2025-01-01
La Romana,Probable Defecto o Falla,2025,1,1.0,2025-01-01
La Romana,Riesgo de Vida,2025,1,115.0,2025-01-01
Monte Plata,Falta de Energía,2025,1,632.0,2025-01-01
Monte Plata,Niveles de Tensión,2025,1,65.0,2025-01-01
Monte Plata,Probable Defecto o Falla,2025,1,3.0,2025-01-01
Monte Plata,Riesgo de Vida,2025,1,90.0,2025-01-01
San Pedro de Macorís,Falta de Energía,2025,1,934.0,2025-01-01
San Pedro de Macorís,Niveles de Tensión,2025,1,119.0,2025-01-01
San Pedro de Macorís,Probable Defecto o Falla,2025,1,2.0,2025-01-01
San Pedro de Macorís,Riesgo de Vida,2025,1,113.0,2025-01-01
Santo Domingo,Falta de Energía,2025,1,9528.0,2025-01-01
Santo Domingo,Niveles de Tensión,2025,1,1797.0,2025-01-01
Santo Domingo,Probable Defecto o Falla,2025,1,29.0,2025-01-01
Santo Domingo,Riesgo de Vida,2025,1,698.0,2025-01-01
Distrito Nacional,Alumbrado Público,2017,2,0.0,2017-02-01
Distrito Nacional,Falta de Energía,2017,2,1722.0,2017-02-01
Distrito Nacional,Niveles de Tensión,2017,2,227.0,2017-02-01
Distrito Nacional,Otros,2017,2,0.0,2017-02-01
Distrito Nacional,Probable Defecto o Falla,2017,2,6.0,2017-02-01
Distrito Nacional,Riesgo de Vida,2017,2,232.0,2017-02-01
El Seibo,Falta de Energía,2017,2,350.0,2017-02-01
El Seibo,Niveles de Tensión,2017,2,30.0,2017-02-01
El Seibo,Otros,2017,2,0.0,2017-02-01
El Seibo,Probable Defecto o Falla,2017,2,0.0,2017-02-01
El Seibo,Riesgo de Vida,2017,2,37.0,2017-02-01
Hato Mayor,Falta de Energía,2017,2,274.0,2017-02-01
Hato Mayor,Niveles de Tensión,2017,2,24.0,2017-02-01
Hato Mayor,Otros,2017,2,0.0,2017-02-01
Hato Mayor,Probable Defecto o Falla,2017,2,1.0,2017-02-01
Hato Mayor,Riesgo de Vida,2017,2,43.0,2017-02-01
La Altagracia,Falta de Energía,2017,2,677.0,2017-02-01
La Altagracia,Niveles de Tensión,2017,2,95.0,2017-02-01
La Altagracia,Otros,2017,2,0.0,2017-02-01
La Altagracia,Probable Defecto o Falla,2017,2,3.0,2017-02-01
La Altagracia,Riesgo de Vida,2017,2,119.0,2017-02-01
La Romana,Alumbrado Público,2017,2,0.0,2017-02-01
La Romana,Falta de Energía,2017,2,737.0,2017-02-01
La Romana,Niveles de Tensión,2017,2,89.0,2017-02-01
La Romana,Otros,2017,2,0.0,2017-02-01
La Romana,Probable Defecto o Falla,2017,2,2.0,2017-02-01
La Romana,Riesgo de Vida,2017,2,112.0,2017-02-01
Monte Plata,Falta de Energía,2017,2,376.0,2017-02-01
Monte Plata,Niveles de Tensión,2017,2,32.0,2017-02-01
Monte Plata,Otros,2017,2,0.0,2017-02-01
Monte Plata,Probable Defecto o Falla,2017,2,8.0,2017-02-01
Monte Plata,Riesgo de Vida,2017,2,88.0,2017-02-01
San Pedro de Macorís,Alumbrado Público,2017,2,0.0,2017-02-01
San Pedro de Macorís,Falta de Energía,2017,2,662.0,2017-02-01
San Pedro de Macorís,Niveles de Tensión,2017,2,64.0,2017-02-01
San Pedro de Macorís,Otros,2017,2,0.0,2017-02-01
San Pedro de Macorís,Probable Defecto o Falla,2017,2,2.0,2017-02-01
San Pedro de Macorís,Riesgo de Vida,2017,2,109.0,2017-02-01
Santo Domingo,Alumbrado Público,2017,2,0.0,2017-02-01
Santo Domingo,Falta de Energía,2017,2,6233.0,2017-02-01
Santo Domingo,Niveles de Tensión,2017,2,834.0,2017-02-01
Santo Domingo,Otros,2017,2,3.0,2017-02-01
Santo Domingo,Probable Defecto o Falla,2017,2,44.0,2017-02-01
Santo Domingo,Riesgo de Vida,2017,2,850.0,2017-02-01
Santo Domingo,Sin Identificar,2017,2,1.0,2017-02-01
Santo Domingo,Falta de Energía,2017,2,0.0,2017-02-01
Santo Domingo,Niveles de Tensión,2017,2,0.0,2017-02-01
Santo Domingo,Riesgo de Vida,2017,2,1.0,2017-02-01
Distrito Nacional,Alumbrado Público,2018,2,0.0,2018-02-01
Distrito Nacional,Falta de Energía,2018,2,1977.0,2018-02-01
Distrito Nacional,Niveles de Tensión,2018,2,278.0,2018-02-01
Distrito Nacional,Otros,2018,2,1.0,2018-02-01
Distrito Nacional,Probable Defecto o Falla,2018,2,9.0,2018-02-01
Distrito Nacional,Riesgo de Vida,2018,2,225.0,2018-02-01
El Seibo,Falta de Energía,2018,2,349.0,2018-02-01
El Seibo,Niveles de Tensión,2018,2,37.0,2018-02-01
El Seibo,Otros,2018,2,0.0,2018-02-01
El Seibo,Probable Defecto o Falla,2018,2,1.0,2018-02-01
El Seibo,Riesgo de Vida,2018,2,46.0,2018-02-01
Hato Mayor,Falta de Energía,2018,2,328.0,2018-02-01
Hato Mayor,Niveles de Tensión,2018,2,34.0,2018-02-01
Hato Mayor,Otros,2018,2,0.0,2018-02-01
Hato Mayor,Probable Defecto o Falla,2018,2,0.0,2018-02-01
Hato Mayor,Riesgo de Vida,2018,2,40.0,2018-02-01
La Altagracia,Falta de Energía,2018,2,795.0,2018-02-01
La Altagracia,Niveles de Tensión,2018,2,136.0,2018-02-01
La Altagracia,Otros,2018,2,0.0,2018-02-01
La Altagracia,Probable Defecto o Falla,2018,2,3.0,2018-02-01
La Altagracia,Riesgo de Vida,2018,2,137.0,2018-02-01
La Romana,Alumbrado Público,2018,2,0.0,2018-02-01
La Romana,Falta de Energía,2018,2,656.0,2018-02-01
La Romana,Niveles de Tensión,2018,2,115.0,2018-02-01
La Romana,Otros,2018,2,0.0,2018-02-01
La Romana,Probable Defecto o Falla,2018,2,2.0,2018-02-01
La Romana,Riesgo de Vida,2018,2,121.0,2018-02-01
