provincia,estado,bajas,mes,anio,fecha
Distrito Nacional,baja voluntaria,245,5,2020,2020-05-01
El Seibo,baja forzada,3,5,2020,2020-05-01
El Seibo,baja voluntaria,14,5,2020,2020-05-01
Hato Mayor,baja forzada,7,5,2020,2020-05-01
Hato Mayor,baja voluntaria,28,5,2020,2020-05-01
La Altagracia,baja forzada,2,5,2020,2020-05-01
La Altagracia,baja voluntaria,83,5,2020,2020-05-01
La Romana,baja forzada,25,5,2020,2020-05-01
La Romana,baja voluntaria,157,5,2020,2020-05-01
Monte Plata,baja forzada,7,5,2020,2020-05-01
Monte Plata,baja voluntaria,38,5,2020,2020-05-01
San Pedro de Macorís,baja forzada,26,5,2020,2020-05-01
San Pedro de Macorís,baja voluntaria,183,5,2020,2020-05-01
Santo Domingo,baja forzada,171,5,2020,2020-05-01
Santo Domingo,baja voluntaria,973,5,2020,2020-05-01
Distrito Nacional,baja forzada,52,6,2020,2020-06-01
Distrito Nacional,baja voluntaria,419,6,2020,2020-06-01
El Seibo,baja forzada,13,6,2020,2020-06-01
El Seibo,baja voluntaria,37,6,2020,2020-06-01
Hato Mayor,baja forzada,18,6,2020,2020-06-01
Hato Mayor,baja voluntaria,61,6,2020,2020-06-01
La Altagracia,baja forzada,17,6,2020,2020-06-01
La Altagracia,baja voluntaria,295,6,2020,2020-06-01
La Romana,baja forzada,74,6,2020,2020-06-01
La Romana,baja voluntaria,266,6,2020,2020-06-01
Monte Plata,baja forzada,29,6,2020,2020-06-01
Monte Plata,baja voluntaria,115,6,2020,2020-06-01
San Pedro de Macorís,baja forzada,52,6,2020,2020-06-01
San Pedro de Macorís,baja voluntaria,308,6,2020,2020-06-01
Santo Domingo,baja forzada,427,6,2020,2020-06-01
Santo Domingo,baja voluntaria,1593,6,2020,2020-06-01
Distrito Nacional,baja forzada,149,7,2020,2020-07-01
Distrito Nacional,baja voluntaria,529,7,2020,2020-07-01
El Seibo,baja forzada,27,7,2020,2020-07-01
El Seibo,baja voluntaria,59,7,2020,2020-07-01
Hato Mayor,baja forzada,31,7,2020,2020-07-01
Hato Mayor,baja voluntaria,136,7,2020,2020-07-01
La Altagracia,baja forzada,29,7,2020,2020-07-01
La Altagracia,baja voluntaria,444,7,2020,2020-07-01
La Romana,baja forzada,118,7,2020,2020-07-01
La Romana,baja voluntaria,324,7,2020,2020-07-01
Monte Plata,baja forzada,47,7,2020,2020-07-01
Monte Plata,baja voluntaria,156,7,2020,2020-07-01
San Pedro de Macorís,baja forzada,73,7,2020,2020-07-01
San Pedro de Macorís,baja voluntaria,348,7,2020,2020-07-01
Santo Domingo,baja forzada,953,7,2020,2020-07-01
Santo Domingo,baja voluntaria,2717,7,2020,2020-07-01
Distrito Nacional,baja forzada,1054,8,2020,2020-08-01
Distrito Nacional,baja voluntaria,516,8,2020,2020-08-01
El Seibo,baja forzada,26,8,2020,2020-08-01
El Seibo,baja voluntaria,57,8,2020,2020-08-01
Hato Mayor,baja forzada,47,8,2020,2020-08-01
Hato Mayor,baja voluntaria,112,8,2020,2020-08-01
La Altagracia,baja forzada,19,8,2020,2020-08-01
La Altagracia,baja voluntaria,407,8,2020,2020-08-01
La Romana,baja forzada,154,8,2020,2020-08-01
La Romana,baja voluntaria,338,8,2020,2020-08-01
Monte Plata,baja forzada,40,8,2020,2020-08-01
Monte Plata,baja voluntaria,115,8,2020,2020-08-01
San Pedro de Macorís,baja forzada,69,8,2020,2020-08-01
San Pedro de Macorís,baja voluntaria,342,8,2020,2020-08-01
Santo Domingo,baja forzada,709,8,2020,2020-08-01
Santo Domingo,baja voluntaria,2486,8,2020,2020-08-01
Distrito Nacional,baja forzada,1904,9,2020,2020-09-01
Distrito Nacional,baja voluntaria,492,9,2020,2020-09-01
El Seibo,baja forzada,33,9,2020,2020-09-01
El Seibo,baja voluntaria,47,9,2020,2020-09-01
Hato Mayor,baja forzada,38,9,2020,2020-09-01
Hato Mayor,baja voluntaria,132,9,2020,2020-09-01
La Altagracia,baja forzada,38,9,2020,2020-09-01
La Altagracia,baja voluntaria,419,9,2020,2020-09-01
La Romana,baja forzada,148,9,2020,2020-09-01
La Romana,baja voluntaria,373,9,2020,2020-09-01
Monte Plata,baja forzada,34,9,2020,2020-09-01
Monte Plata,baja voluntaria,131,9,2020,2020-09-01
San Pedro de Macorís,baja forzada,94,9,2020,2020-09-01
San Pedro de Macorís,baja voluntaria,318,9,2020,2020-09-01
Santo Domingo,baja forzada,804,9,2020,2020-09-01
Santo Domingo,baja voluntaria,2409,9,2020,2020-09-01
Distrito Nacional,baja forzada,1916,10,2020,2020-10-01
Distrito Nacional,baja voluntaria,629,10,2020,2020-10-01
El Seibo,baja forzada,42,10,2020,2020-10-01
El Seibo,baja voluntaria,70,10,2020,2020-10-01
Hato Mayor,baja forzada,59,10,2020,2020-10-01
Hato Mayor,baja voluntaria,131,10,2020,2020-10-01
La Altagracia,baja forzada,153,10,2020,2020-10-01
La Altagracia,baja voluntaria,381,10,2020,2020-10-01
La Romana,baja forzada,222,10,2020,2020-10-01
La Romana,baja voluntaria,389,10,2020,2020-10-01
Monte Plata,baja forzada,52,10,2020,2020-10-01
Monte Plata,baja voluntaria,151,10,2020,2020-10-01
San Pedro de Macorís,baja forzada,518,10,2020,2020-10-01
San Pedro de Macorís,baja voluntaria,365,10,2020,2020-10-01
Santo Domingo,baja forzada,992,10,2020,2020-10-01
Santo Domingo,baja voluntaria,2650,10,2020,2020-10-01
Distrito Nacional,baja forzada,1588,11,2020,2020-11-01
Distrito Nacional,baja voluntaria,477,11,2020,2020-11-01
El Seibo,baja forzada,69,11,2020,2020-11-01
El Seibo,baja voluntaria,35,11,2020,2020-11-01
Hato Mayor,baja forzada,52,11,2020,2020-11-01
Hato Mayor,baja voluntaria,103,11,2020,2020-11-01
La Altagracia,baja forzada,211,11,2020,2020-11-01
La Altagracia,baja voluntaria,312,11,2020,2020-11-01
La Romana,baja forzada,210,11,2020,2020-11-01
La Romana,baja voluntaria,285,11,2020,2020-11-01
Monte Plata,baja forzada,50,11,2020,2020-11-01
Monte Plata,baja voluntaria,108,11,2020,2020-11-01
San Pedro de Macorís,baja forzada,355,11,2020,2020-11-01
San Pedro de Macorís,baja voluntaria,302,11,2020,2020-11-01
Santo Domingo,baja forzada,954,11,2020,2020-11-01
Santo Domingo,baja voluntaria,2098,11,2020,2020-11-01
Distrito Nacional,baja forzada,1867,12,2020,2020-12-01
Distrito Nacional,baja voluntaria,645,12,2020,2020-12-01
El Seibo,baja forzada,39,12,2020,2020-12-01
El Seibo,baja voluntaria,68,12,2020,2020-12-01
Hato Mayor,baja forzada,52,12,2020,2020-12-01
Hato Mayor,baja voluntaria,127,12,2020,2020-12-01
La Altagracia,baja forzada,120,12,2020,2020-12-01
La Altagracia,baja voluntaria,356,12,2020,2020-12-01
La Romana,baja forzada,215,12,2020,2020-12-01
La Romana,baja voluntaria,401,12,2020,2020-12-01
Monte Plata,baja forzada,56,12,2020,2020-12-01
Monte Plata,baja voluntaria,161,12,2020,2020-12-01
San Pedro de Macorís,baja forzada,540,12,2020,2020-12-01
San Pedro de Macorís,baja voluntaria,370,12,2020,2020-12-01
Santo Domingo,baja forzada,890,12,2020,2020-12-01
Santo Domingo,baja voluntaria,2105,12,2020,2020-12-01
Distrito Nacional,baja forzada,1464,1,2021,2021-01-01
Distrito Nacional,baja voluntaria,398,1,2021,2021-01-01
El Seibo,baja forzada,91,1,2021,2021-01-01
El Seibo,baja voluntaria,38,1,2021,2021-01-01
Hato Mayor,baja forzada,53,1,2021,2021-01-01
Hato Mayor,baja voluntaria,100,1,2021,2021-01-01
La Altagracia,baja forzada,137,1,2021,2021-01-01
La Altagracia,baja voluntaria,265,1,2021,2021-01-01
La Romana,baja forzada,177,1,2021,2021-01-01
La Romana,baja voluntaria,276,1,2021,2021-01-01
Monte Plata,baja forzada,34,1,2021,2021-01-01
Monte Plata,baja voluntaria,110,1,2021,2021-01-01
San Pedro de Macorís,baja forzada,175,1,2021,2021-01-01
San Pedro de Macorís,baja voluntaria,261,1,2021,2021-01-01
Santo Domingo,baja forzada,1155,1,2021,2021-01-01
Santo Domingo,baja voluntaria,1937,1,2021,2021-01-01
Distrito Nacional,baja forzada,1743,2,2021,2021-02-01
Distrito Nacional,baja voluntaria,373,2,2021,2021-02-01
El Seibo,baja forzada,58,2,2021,2021-02-01
El Seibo,baja voluntaria,36,2,2021,2021-02-01
Hato Mayor,baja forzada,75,2,2021,2021-02-01
Hato Mayor,baja voluntaria,67,2,2021,2021-02-01
La Altagracia,baja forzada,162,2,2021,2021-02-01
La Altagracia,baja voluntaria,251,2,2021,2021-02-01
La Romana,baja forzada,177,2,2021,2021-02-01
La Romana,baja voluntaria,235,2,2021,2021-02-01
Monte Plata,baja forzada,73,2,2021,2021-02-01
Monte Plata,baja voluntaria,45,2,2021,2021-02-01
San Pedro de Macorís,baja forzada,240,2,2021,2021-02-01
San Pedro de Macorís,baja voluntaria,268,2,2021,2021-02-01
Santo Domingo,baja forzada,1602,2,2021,2021-02-01
Santo Domingo,baja voluntaria,1804,2,2021,2021-02-01
Distrito Nacional,baja forzada,2129,3,2021,2021-03-01
Distrito Nacional,baja voluntaria,526,3,2021,2021-03-01
El Seibo,baja forzada,79,3,2021,2021-03-01
El Seibo,baja voluntaria,51,3,2021,2021-03-01
Hato Mayor,baja forzada,160,3,2021,2021-03-01
Hato Mayor,baja voluntaria,98,3,2021,2021-03-01
La Altagracia,baja forzada,397,3,2021,2021-03-01
La Altagracia,baja voluntaria,353,3,2021,2021-03-01
La Romana,baja forzada,227,3,2021,2021-03-01
La Romana,baja voluntaria,368,3,2021,2021-03-01
Monte Plata,baja forzada,489,3,2021,2021-03-01
Monte Plata,baja voluntaria,129,3,2021,2021-03-01
San Pedro de Macorís,baja forzada,326,3,2021,2021-03-01
San Pedro de Macorís,baja voluntaria,337,3,2021,2021-03-01
Santo Domingo,baja forzada,3055,3,2021,2021-03-01
Santo Domingo,baja voluntaria,2683,3,2021,2021-03-01
Distrito Nacional,baja forzada,1381,4,2021,2021-04-01
Distrito Nacional,baja voluntaria,444,4,2021,2021-04-01
El Seibo,baja forzada,69,4,2021,2021-04-01
El Seibo,baja voluntaria,55,4,2021,2021-04-01
Hato Mayor,baja forzada,29,4,2021,2021-04-01
Hato Mayor,baja voluntaria,91,4,2021,2021-04-01
La Altagracia,baja forzada,331,4,2021,2021-04-01
La Altagracia,baja voluntaria,347,4,2021,2021-04-01
La Romana,baja forzada,158,4,2021,2021-04-01
La Romana,baja voluntaria,302,4,2021,2021-04-01
Monte Plata,baja forzada,142,4,2021,2021-04-01
Monte Plata,baja voluntaria,125,4,2021,2021-04-01
San Pedro de Macorís,baja forzada,302,4,2021,2021-04-01
San Pedro de Macorís,baja voluntaria,304,4,2021,2021-04-01
Santo Domingo,baja forzada,3158,4,2021,2021-04-01
Santo Domingo,baja voluntaria,2411,4,2021,2021-04-01
Distrito Nacional,baja forzada,799,5,2021,2021-05-01
Distrito Nacional,baja voluntaria,428,5,2021,2021-05-01
El Seibo,baja forzada,33,5,2021,2021-05-01
El Seibo,baja voluntaria,51,5,2021,2021-05-01
Hato Mayor,baja forzada,44,5,2021,2021-05-01
Hato Mayor,baja voluntaria,99,5,2021,2021-05-01
La Altagracia,baja forzada,177,5,2021,2021-05-01
La Altagracia,baja voluntaria,316,5,2021,2021-05-01
La Romana,baja forzada,230,5,2021,2021-05-01
La Romana,baja voluntaria,303,5,2021,2021-05-01
Monte Plata,baja forzada,84,5,2021,2021-05-01
Monte Plata,baja voluntaria,106,5,2021,2021-05-01
San Pedro de Macorís,baja forzada,277,5,2021,2021-05-01
San Pedro de Macorís,baja voluntaria,293,5,2021,2021-05-01
Santo Domingo,baja forzada,3220,5,2021,2021-05-01
Santo Domingo,baja voluntaria,2381,5,2021,2021-05-01
Distrito Nacional,baja forzada,543,6,2021,2021-06-01
Distrito Nacional,baja voluntaria,395,6,2021,2021-06-01
El Seibo,baja forzada,62,6,2021,2021-06-01
El Seibo,baja voluntaria,52,6,2021,2021-06-01
Hato Mayor,baja forzada,31,6,2021,2021-06-01
Hato Mayor,baja voluntaria,93,6,2021,2021-06-01
La Altagracia,baja forzada,148,6,2021,2021-06-01
La Altagracia,baja voluntaria,303,6,2021,2021-06-01
La Romana,baja forzada,276,6,2021,2021-06-01
La Romana,baja voluntaria,266,6,2021,2021-06-01
Monte Plata,baja forzada,34,6,2021,2021-06-01
Monte Plata,baja voluntaria,119,6,2021,2021-06-01
San Pedro de Macorís,baja forzada,176,6,2021,2021-06-01
San Pedro de Macorís,baja voluntaria,304,6,2021,2021-06-01
Santo Domingo,baja forzada,1624,6,2021,2021-06-01
Santo Domingo,baja voluntaria,2260,6,2021,2021-06-01
Distrito Nacional,baja forzada,522,7,2021,2021-07-01
Distrito Nacional,baja voluntaria,407,7,2021,2021-07-01
El Seibo,baja forzada,66,7,2021,2021-07-01
El Seibo,baja voluntaria,76,7,2021,2021-07-01
Hato Mayor,baja forzada,22,7,2021,2021-07-01
Hato Mayor,baja voluntaria,91,7,2021,2021-07-01
La Altagracia,baja forzada,145,7,2021,2021-07-01
La Altagracia,baja voluntaria,320,7,2021,2021-07-01
La Romana,baja forzada,260,7,2021,2021-07-01
La Romana,baja voluntaria,347,7,2021,2021-07-01
Monte Plata,baja forzada,34,7,2021,2021-07-01
Monte Plata,baja voluntaria,137,7,2021,2021-07-01
San Pedro de Macorís,baja forzada,168,7,2021,2021-07-01
San Pedro de Macorís,baja voluntaria,317,7,2021,2021-07-01
Santo Domingo,baja forzada,933,7,2021,2021-07-01
Santo Domingo,baja voluntaria,2508,7,2021,2021-07-01
Distrito Nacional,baja forzada,1054,8,2021,2021-08-01
Distrito Nacional,baja voluntaria,516,8,2021,2021-08-01
El Seibo,baja forzada,26,8,2021,2021-08-01
El Seibo,baja voluntaria,57,8,2021,2021-08-01
Hato Mayor,baja forzada,47,8,2021,2021-08-01
Hato Mayor,baja voluntaria,112,8,2021,2021-08-01
La Altagracia,baja forzada,19,8,2021,2021-08-01
La Altagracia,baja voluntaria,407,8,2021,2021-08-01
La Romana,baja forzada,154,8,2021,2021-08-01
La Romana,baja voluntaria,338,8,2021,2021-08-01
Monte Plata,baja forzada,40,8,2021,2021-08-01
Monte Plata,baja voluntaria,115,8,2021,2021-08-01
San Pedro de Macorís,baja forzada,69,8,2021,2021-08-01
San Pedro de Macorís,baja voluntaria,342,8,2021,2021-08-01
Santo Domingo,baja forzada,709,8,2021,2021-08-01
Santo Domingo,baja voluntaria,2486,8,2021,2021-08-01
Distrito Nacional,baja forzada,215,9,2021,2021-09-01
Distrito Nacional,baja voluntaria,424,9,2021,2021-09-01
El Seibo,baja forzada,57,9,2021,2021-09-01
El Seibo,baja voluntaria,54,9,2021,2021-09-01
Hato Mayor,baja forzada,25,9,2021,2021-09-01
Hato Mayor,baja voluntaria,107,9,2021,2021-09-01
La Altagracia,baja forzada,124,9,2021,2021-09-01
La Altagracia,baja voluntaria,280,9,2021,2021-09-01
La Romana,baja forzada,168,9,2021,2021-09-01
La Romana,baja voluntaria,278,9,2021,2021-09-01
Monte Plata,baja forzada,28,9,2021,2021-09-01
Monte Plata,baja voluntaria,116,9,2021,2021-09-01
San Pedro de Macorís,baja forzada,67,9,2021,2021-09-01
San Pedro de Macorís,baja voluntaria,287,9,2021,2021-09-01
Santo Domingo,baja forzada,354,9,2021,2021-09-01
Santo Domingo,baja voluntaria,746,9,2021,2021-09-01
Distrito Nacional,baja forzada,1054,10,2021,2021-10-01
Distrito Nacional,baja voluntaria,516,10,2021,2021-10-01
El Seibo,baja forzada,26,10,2021,2021-10-01
El Seibo,baja voluntaria,57,10,2021,2021-10-01
Hato Mayor,baja forzada,47,10,2021,2021-10-01
Hato Mayor,baja voluntaria,112,10,2021,2021-10-01
La Altagracia,baja forzada,19,10,2021,2021-10-01
La Altagracia,baja voluntaria,407,10,2021,2021-10-01
La Romana,baja forzada,154,10,2021,2021-10-01
La Romana,baja voluntaria,338,10,2021,2021-10-01
Monte Plata,baja forzada,40,10,2021,2021-10-01
Monte Plata,baja voluntaria,115,10,2021,2021-10-01
San Pedro de Macorís,baja forzada,69,10,2021,2021-10-01
San Pedro de Macorís,baja voluntaria,342,10,2021,2021-10-01
Santo Domingo,baja forzada,709,10,2021,2021-10-01
Santo Domingo,baja voluntaria,2486,10,2021,2021-10-01
Distrito Nacional,baja forzada,151,11,2021,2021-11-01
Distrito Nacional,baja voluntaria,420,11,2021,2021-11-01
El Seibo,baja forzada,28,11,2021,2021-11-01
El Seibo,baja voluntaria,158,11,2021,2021-11-01
Hato Mayor,baja forzada,25,11,2021,2021-11-01
Hato Mayor,baja voluntaria,107,11,2021,2021-11-01
La Altagracia,baja forzada,6,11,2021,2021-11-01
La Altagracia,baja voluntaria,232,11,2021,2021-11-01
La Romana,baja forzada,166,11,2021,2021-11-01
La Romana,baja voluntaria,269,11,2021,2021-11-01
Monte Plata,baja forzada,33,11,2021,2021-11-01
Monte Plata,baja voluntaria,124,11,2021,2021-11-01
San Pedro de Macorís,baja forzada,83,11,2021,2021-11-01
San Pedro de Macorís,baja voluntaria,311,11,2021,2021-11-01
Santo Domingo,baja forzada,746,11,2021,2021-11-01
Santo Domingo,baja voluntaria,2414,11,2021,2021-11-01
Distrito Nacional,baja forzada,225,12,2021,2021-12-01
Distrito Nacional,baja voluntaria,354,12,2021,2021-12-01
El Seibo,baja forzada,79,12,2021,2021-12-01
El Seibo,baja voluntaria,171,12,2021,2021-12-01
Hato Mayor,baja forzada,22,12,2021,2021-12-01
Hato Mayor,baja voluntaria,91,12,2021,2021-12-01
La Altagracia,baja forzada,54,12,2021,2021-12-01
La Altagracia,baja voluntaria,238,12,2021,2021-12-01
La Romana,baja forzada,128,12,2021,2021-12-01
La Romana,baja voluntaria,293,12,2021,2021-12-01
Monte Plata,baja forzada,22,12,2021,2021-12-01
Monte Plata,baja voluntaria,142,12,2021,2021-12-01
San Pedro de Macorís,baja forzada,123,12,2021,2021-12-01
San Pedro de Macorís,baja voluntaria,260,12,2021,2021-12-01
Santo Domingo,baja forzada,769,12,2021,2021-12-01
Santo Domingo,baja voluntaria,2363,12,2021,2021-12-01
Distrito Nacional,baja forzada,243,1,2022,2022-01-01
Distrito Nacional,baja voluntaria,361,1,2022,2022-01-01
El Seibo,baja forzada,74,1,2022,2022-01-01
El Seibo,baja voluntaria,176,1,2022,2022-01-01
La Altagracia,baja forzada,34,1,2022,2022-01-01
La Altagracia,baja voluntaria,249,1,2022,2022-01-01
La Romana,baja forzada,120,1,2022,2022-01-01
La Romana,baja voluntaria,274,1,2022,2022-01-01
Monte Plata,baja forzada,29,1,2022,2022-01-01
Monte Plata,baja voluntaria,98,1,2022,2022-01-01
San Pedro de Macorís,baja forzada,134,1,2022,2022-01-01
San Pedro de Macorís,baja voluntaria,288,1,2022,2022-01-01
Santo Domingo,baja forzada,521,1,2022,2022-01-01
Santo Domingo,baja voluntaria,2139,1,2022,2022-01-01
Distrito Nacional,baja forzada,337,2,2022,2022-02-01
Distrito Nacional,baja voluntaria,457,2,2022,2022-02-01
El Seibo,baja forzada,48,2,2022,2022-02-01
El Seibo,baja voluntaria,220,2,2022,2022-02-01
La Altagracia,baja forzada,86,2,2022,2022-02-01
La Altagracia,baja voluntaria,341,2,2022,2022-02-01
La Romana,baja forzada,134,2,2022,2022-02-01
La Romana,baja voluntaria,350,2,2022,2022-02-01
Monte Plata,baja forzada,32,2,2022,2022-02-01
Monte Plata,baja voluntaria,158,2,2022,2022-02-01
San Pedro de Macorís,baja forzada,183,2,2022,2022-02-01
San Pedro de Macorís,baja voluntaria,351,2,2022,2022-02-01
Santo Domingo,baja forzada,785,2,2022,2022-02-01
Santo Domingo,baja voluntaria,2682,2,2022,2022-02-01
Distrito Nacional,baja forzada,513,3,2022,2022-03-01
Distrito Nacional,baja voluntaria,467,3,2022,2022-03-01
El Seibo,baja forzada,63,3,2022,2022-03-01
El Seibo,baja voluntaria,207,3,2022,2022-03-01
La Altagracia,baja forzada,60,3,2022,2022-03-01
La Altagracia,baja voluntaria,342,3,2022,2022-03-01
La Romana,baja forzada,125,3,2022,2022-03-01
La Romana,baja voluntaria,338,3,2022,2022-03-01
Monte Plata,baja forzada,45,3,2022,2022-03-01
Monte Plata,baja voluntaria,129,3,2022,2022-03-01
San Pedro de Macorís,baja forzada,129,3,2022,2022-03-01
San Pedro de Macorís,baja voluntaria,367,3,2022,2022-03-01
Santo Domingo,baja forzada,1158,3,2022,2022-03-01
Santo Domingo,baja voluntaria,2959,3,2022,2022-03-01
Distrito Nacional,baja forzada,289,4,2022,2022-04-01
Distrito Nacional,baja voluntaria,412,4,2022,2022-04-01
El Seibo,baja forzada,110,4,2022,2022-04-01
El Seibo,baja voluntaria,144,4,2022,2022-04-01
La Altagracia,baja forzada,44,4,2022,2022-04-01
La Altagracia,baja voluntaria,282,4,2022,2022-04-01
La Romana,baja forzada,78,4,2022,2022-04-01
La Romana,baja voluntaria,285,4,2022,2022-04-01
Monte Plata,baja forzada,25,4,2022,2022-04-01
Monte Plata,baja voluntaria,129,4,2022,2022-04-01
San Pedro de Macorís,baja forzada,243,4,2022,2022-04-01
San Pedro de Macorís,baja voluntaria,293,4,2022,2022-04-01
Santo Domingo,baja forzada,776,4,2022,2022-04-01
Santo Domingo,baja voluntaria,2410,4,2022,2022-04-01
Distrito Nacional,baja forzada,253,5,2022,2022-05-01
Distrito Nacional,baja voluntaria,413,5,2022,2022-05-01
El Seibo,baja forzada,125,5,2022,2022-05-01
El Seibo,baja voluntaria,195,5,2022,2022-05-01
La Altagracia,baja forzada,35,5,2022,2022-05-01
La Altagracia,baja voluntaria,315,5,2022,2022-05-01
La Romana,baja forzada,85,5,2022,2022-05-01
La Romana,baja voluntaria,339,5,2022,2022-05-01
Monte Plata,baja forzada,30,5,2022,2022-05-01
Monte Plata,baja voluntaria,154,5,2022,2022-05-01
San Pedro de Macorís,baja forzada,176,5,2022,2022-05-01
San Pedro de Macorís,baja voluntaria,375,5,2022,2022-05-01
Santo Domingo,baja forzada,1068,5,2022,2022-05-01
Santo Domingo,baja voluntaria,2668,5,2022,2022-05-01
Distrito Nacional,baja forzada,268,6,2022,2022-06-01
Distrito Nacional,baja voluntaria,431,6,2022,2022-06-01
El Seibo,baja forzada,76,6,2022,2022-06-01
El Seibo,baja voluntaria,186,6,2022,2022-06-01
La Altagracia,baja forzada,39,6,2022,2022-06-01
La Altagracia,baja voluntaria,327,6,2022,2022-06-01
La Romana,baja forzada,80,6,2022,2022-06-01
La Romana,baja voluntaria,332,6,2022,2022-06-01
Monte Plata,baja forzada,34,6,2022,2022-06-01
Monte Plata,baja voluntaria,132,6,2022,2022-06-01
San Pedro de Macorís,baja forzada,94,6,2022,2022-06-01
San Pedro de Macorís,baja voluntaria,371,6,2022,2022-06-01
Santo Domingo,baja forzada,785,6,2022,2022-06-01
Santo Domingo,baja voluntaria,2719,6,2022,2022-06-01
Distrito Nacional,baja forzada,255,7,2022,2022-07-01
Distrito Nacional,baja voluntaria,454,7,2022,2022-07-01
El Seibo,baja forzada,79,7,2022,2022-07-01
El Seibo,baja voluntaria,208,7,2022,2022-07-01
La Altagracia,baja forzada,12,7,2022,2022-07-01
La Altagracia,baja voluntaria,299,7,2022,2022-07-01
La Romana,baja forzada,10,7,2022,2022-07-01
La Romana,baja voluntaria,301,7,2022,2022-07-01
Monte Plata,baja forzada,39,7,2022,2022-07-01
Monte Plata,baja voluntaria,148,7,2022,2022-07-01
San Pedro de Macorís,baja forzada,103,7,2022,2022-07-01
San Pedro de Macorís,baja voluntaria,341,7,2022,2022-07-01
Santo Domingo,baja forzada,614,7,2022,2022-07-01
Santo Domingo,baja voluntaria,2922,7,2022,2022-07-01
Distrito Nacional,baja forzada,321,8,2022,2022-08-01
Distrito Nacional,baja voluntaria,416,8,2022,2022-08-01
El Seibo,baja forzada,48,8,2022,2022-08-01
El Seibo,baja voluntaria,190,8,2022,2022-08-01
La Altagracia,baja forzada,24,8,2022,2022-08-01
La Altagracia,baja voluntaria,272,8,2022,2022-08-01
La Romana,baja forzada,47,8,2022,2022-08-01
La Romana,baja voluntaria,341,8,2022,2022-08-01
Monte Plata,baja forzada,22,8,2022,2022-08-01
Monte Plata,baja voluntaria,136,8,2022,2022-08-01
San Pedro de Macorís,baja forzada,139,8,2022,2022-08-01
San Pedro de Macorís,baja voluntaria,371,8,2022,2022-08-01
Santo Domingo,baja forzada,763,8,2022,2022-08-01
Santo Domingo,baja voluntaria,2778,8,2022,2022-08-01
Distrito Nacional,baja forzada,321,9,2022,2022-09-01
Distrito Nacional,baja voluntaria,419,9,2022,2022-09-01
El Seibo,baja forzada,48,9,2022,2022-09-01
El Seibo,baja voluntaria,191,9,2022,2022-09-01
La Altagracia,baja forzada,24,9,2022,2022-09-01
La Altagracia,baja voluntaria,274,9,2022,2022-09-01
La Romana,baja forzada,47,9,2022,2022-09-01
La Romana,baja voluntaria,343,9,2022,2022-09-01
Monte Plata,baja forzada,22,9,2022,2022-09-01
Monte Plata,baja voluntaria,136,9,2022,2022-09-01
San Pedro de Macorís,baja forzada,139,9,2022,2022-09-01
San Pedro de Macorís,baja voluntaria,380,9,2022,2022-09-01
Santo Domingo,baja forzada,760,9,2022,2022-09-01
Santo Domingo,baja voluntaria,2794,9,2022,2022-09-01
Distrito Nacional,baja forzada,342,10,2022,2022-10-01
Distrito Nacional,baja voluntaria,443,10,2022,2022-10-01
El Seibo,baja forzada,40,10,2022,2022-10-01
El Seibo,baja voluntaria,181,10,2022,2022-10-01
La Altagracia,baja forzada,29,10,2022,2022-10-01
La Altagracia,baja voluntaria,266,10,2022,2022-10-01
La Romana,baja forzada,79,10,2022,2022-10-01
La Romana,baja voluntaria,169,10,2022,2022-10-01
Monte Plata,baja forzada,29,10,2022,2022-10-01
Monte Plata,baja voluntaria,136,10,2022,2022-10-01
San Pedro de Macorís,baja forzada,125,10,2022,2022-10-01
San Pedro de Macorís,baja voluntaria,301,10,2022,2022-10-01
Santo Domingo,baja forzada,884,10,2022,2022-10-01
Santo Domingo,baja voluntaria,2637,10,2022,2022-10-01
Distrito Nacional,baja forzada,452,11,2022,2022-11-01
Distrito Nacional,baja voluntaria,367,11,2022,2022-11-01
El Seibo,baja forzada,88,11,2022,2022-11-01
El Seibo,baja voluntaria,176,11,2022,2022-11-01
La Altagracia,baja forzada,17,11,2022,2022-11-01
La Altagracia,baja voluntaria,247,11,2022,2022-11-01
La Romana,baja forzada,68,11,2022,2022-11-01
La Romana,baja voluntaria,287,11,2022,2022-11-01
Monte Plata,baja forzada,79,11,2022,2022-11-01
Monte Plata,baja voluntaria,151,11,2022,2022-11-01
San Pedro de Macorís,baja forzada,263,11,2022,2022-11-01
San Pedro de Macorís,baja voluntaria,270,11,2022,2022-11-01
Santo Domingo,baja forzada,826,11,2022,2022-11-01
Santo Domingo,baja voluntaria,2486,11,2022,2022-11-01
Distrito Nacional,baja forzada,324,12,2022,2022-12-01
Distrito Nacional,baja voluntaria,364,12,2022,2022-12-01
El Seibo,baja forzada,49,12,2022,2022-12-01
El Seibo,baja voluntaria,159,12,2022,2022-12-01
La Altagracia,baja forzada,29,12,2022,2022-12-01
La Altagracia,baja voluntaria,245,12,2022,2022-12-01
La Romana,baja forzada,61,12,2022,2022-12-01
La Romana,baja voluntaria,274,12,2022,2022-12-01
Monte Plata,baja forzada,40,12,2022,2022-12-01
Monte Plata,baja voluntaria,123,12,2022,2022-12-01
San Pedro de Macorís,baja forzada,248,12,2022,2022-12-01
San Pedro de Macorís,baja voluntaria,289,12,2022,2022-12-01
Santo Domingo,baja forzada,775,12,2022,2022-12-01
